Unnamed: 0,timestamp,cadence,gct,heart_rate,time
1,1710357043,0,0,131,0
2,1710357044,0,0,130,1
3,1710357045,0,0,130,2
4,1710357046,0,0,129,3
5,1710357047,0,0,129,4
6,1710357048,0,0,128,5
7,1710357049,0,0,128,6
8,1710357050,0,0,127,7
9,1710357051,0,0,125,8
10,1710357052,0,0,120,9
11,1710357053,0,0,119,10
12,1710357054,0,0,118,11
13,1710357055,0,0,118,12
14,1710357056,0,0,117,13
15,1710357057,0,0,117,14
16,1710357058,0,0,116,15
17,1710357059,0,0,114,16
18,1710357060,0,0,112,17
19,1710357061,0,0,112,18
20,1710357062,0,0,111,19
21,1710357063,0,0,111,20
22,1710357064,0,0,110,21
23,1710357065,0,0,110,22
24,1710357066,0,0,110,23
25,1710357067,0,0,110,24
