Unnamed: 0,timestamp,cadence,gct,heart_rate,time
0,1709407151,0,0,0.0,0
1,1709407152,0,0,0.0,1
2,1709407153,0,0,0.0,2
3,1709407154,0,0,0.0,3
4,1709407155,0,0,0.0,4
5,1709407156,0,0,0.0,5
6,1709407157,0,0,0.0,6
7,1709407158,0,0,0.0,7
8,1709407159,0,0,0.0,8
9,1709407160,0,0,0.0,9
10,1709407161,0,0,0.0,10
11,1709407162,0,0,0.0,11
12,1709407163,0,0,0.0,12
13,1709407164,0,0,0.0,13
14,1709407165,0,0,0.0,14
15,1709407166,0,0,116.0,15
16,1709407167,0,0,116.0,16
17,1709407168,0,0,116.0,17
18,1709407169,0,0,116.0,18
19,1709407170,0,0,116.0,19
20,1709407171,0,0,115.0,20
21,1709407172,0,0,115.0,21
22,1709407173,0,0,114.0,22
23,1709407174,0,0,114.0,23
24,1709407175,0,0,113.0,24
25,1709407176,0,0,113.0,25
26,1709407177,0,0,113.0,26
27,1709407178,0,0,113.0,27
28,1709407179,0,0,113.0,28
29,1709407180,0,0,112.0,29
30,1709407181,0,0,112.0,30
31,1709407182,0,0,111.0,31
