Unnamed: 0,timestamp,cadence,gct,heart_rate,time
0,1709756638,0,0,0.0,0
1,1709756639,0,0,0.0,1
2,1709756640,0,0,0.0,2
3,1709756641,0,0,0.0,3
4,1709756642,0,0,0.0,4
5,1709756643,0,0,0.0,5
6,1709756644,0,0,0.0,6
7,1709756645,0,0,0.0,7
8,1709756646,0,0,0.0,8
9,1709756647,0,0,0.0,9
10,1709756648,0,0,0.0,10
11,1709756649,0,0,0.0,11
12,1709756650,0,0,0.0,12
13,1709756651,0,0,0.0,13
14,1709756652,0,0,0.0,14
15,1709756653,0,0,161.0,15
16,1709756654,0,0,161.0,16
17,1709756655,0,0,161.0,17
18,1709756656,0,0,161.0,18
19,1709756657,0,0,160.0,19
20,1709756658,0,0,160.0,20
21,1709756659,0,0,160.0,21
