Unnamed: 0,timestamp,cadence,gct,heart_rate,time
0,1713366761,0,0,0.0,0
1,1713366762,0,0,0.0,1
2,1713366763,0,0,0.0,2
3,1713366764,0,0,0.0,3
4,1713366765,0,0,0.0,4
5,1713366766,0,0,0.0,5
6,1713366767,0,0,0.0,6
7,1713366768,0,0,0.0,7
8,1713366769,0,0,0.0,8
9,1713366770,0,0,0.0,9
10,1713366771,0,0,0.0,10
11,1713366772,0,0,0.0,11
12,1713366773,0,0,0.0,12
13,1713366774,0,0,157.0,13
14,1713366775,0,0,157.0,14
15,1713366776,0,0,155.0,15
16,1713366777,0,0,153.0,16
17,1713366778,0,0,153.0,17
18,1713366779,0,0,153.0,18
19,1713366780,0,0,152.0,19
20,1713366781,0,0,152.0,20
21,1713366782,0,0,152.0,21
22,1713366783,0,0,151.0,22
23,1713366784,0,0,150.0,23
24,1713366785,0,0,150.0,24
25,1713366786,0,0,150.0,25
26,1713366787,0,0,149.0,26
27,1713366788,0,0,149.0,27
28,1713366789,0,0,149.0,28
29,1713366790,0,0,148.0,29
30,1713366791,0,0,148.0,30
31,1713366792,0,0,148.0,31
32,1713366793,0,0,147.0,32
33,1713366794,0,0,147.0,33
34,1713366795,0,0,147.0,34
35,1713366796,0,0,147.0,35
36,1713366797,0,0,147.0,36
37,1713366798,0,0,146.0,37
38,1713366799,0,0,145.0,38
39,1713366800,0,0,145.0,39
40,1713366801,0,0,144.0,40
41,1713366802,0,0,144.0,41
42,1713366803,0,0,144.0,42
43,1713366804,0,0,144.0,43
44,1713366805,0,0,143.0,44
45,1713366806,0,0,142.0,45
