Unnamed: 0,timestamp,cadence,gct,heart_rate,time
4,1705704558,0,0,122,0
5,1705704559,0,0,121,1
6,1705704560,0,0,120,2
7,1705704561,0,0,120,3
8,1705704562,0,0,119,4
9,1705704563,0,0,119,5
10,1705704564,0,0,119,6
11,1705704565,0,0,119,7
12,1705704566,0,0,118,8
13,1705704567,0,0,117,9
14,1705704568,0,0,117,10
15,1705704569,0,0,116,11
16,1705704570,0,0,116,12
17,1705704571,0,0,116,13
18,1705704572,0,0,116,14
19,1705704573,0,0,116,15
20,1705704574,0,0,116,16
21,1705704575,0,0,116,17
22,1705704576,0,0,116,18
23,1705704577,0,0,116,19
24,1705704578,0,0,116,20
25,1705704579,0,0,116,21
26,1705704580,0,0,116,22
27,1705704581,0,0,115,23
28,1705704582,0,0,114,24
29,1705704583,0,0,114,25
30,1705704584,0,0,113,26
31,1705704585,0,0,114,27
32,1705704586,0,0,114,28
33,1705704587,0,0,115,29
34,1705704588,0,0,115,30
