Unnamed: 0,timestamp,cadence,gct,heart_rate,time
0,1709758495,0,0,0.0,0
1,1709758496,0,0,0.0,1
2,1709758497,0,0,0.0,2
3,1709758498,0,0,0.0,3
4,1709758499,0,0,0.0,4
5,1709758500,0,0,0.0,5
6,1709758501,0,0,0.0,6
7,1709758502,0,0,0.0,7
8,1709758503,0,0,0.0,8
9,1709758504,0,0,0.0,9
10,1709758505,0,0,91.0,10
11,1709758506,0,0,94.0,11
12,1709758507,0,0,94.0,12
13,1709758508,0,0,94.0,13
14,1709758509,0,0,94.0,14
15,1709758510,0,0,95.0,15
16,1709758511,0,0,95.0,16
17,1709758512,0,0,96.0,17
18,1709758513,0,0,96.0,18
19,1709758514,0,0,96.0,19
20,1709758515,0,0,96.0,20
21,1709758516,0,0,98.0,21
22,1709758517,0,0,99.0,22
23,1709758518,0,0,100.0,23
24,1709758519,0,0,101.0,24
25,1709758520,0,0,101.0,25
26,1709758521,0,0,101.0,26
