Unnamed: 0,timestamp,cadence,gct,heart_rate,time
2,1709759188,0,0,0.0,0
3,1709759189,0,0,0.0,1
4,1709759190,0,0,0.0,2
5,1709759191,0,0,0.0,3
6,1709759192,0,0,0.0,4
7,1709759193,0,0,0.0,5
8,1709759194,0,0,0.0,6
9,1709759195,0,0,83.0,7
10,1709759196,0,0,84.0,8
11,1709759197,0,0,84.0,9
12,1709759198,0,0,84.0,10
13,1709759199,0,0,84.0,11
14,1709759200,0,0,84.0,12
15,1709759201,0,0,84.0,13
16,1709759202,0,0,86.0,14
17,1709759203,0,0,88.0,15
18,1709759204,0,0,90.0,16
19,1709759205,0,0,93.0,17
20,1709759206,0,0,96.0,18
21,1709759207,0,0,100.0,19
22,1709759208,0,0,101.0,20
23,1709759209,0,0,103.0,21
24,1709759210,0,0,104.0,22
25,1709759211,0,0,105.0,23
26,1709759212,0,0,104.0,24
