Unnamed: 0,timestamp,cadence,gct,heart_rate,time
5,1713570556,0,0,0.0,0
6,1713570557,0,0,0.0,1
7,1713570558,0,0,0.0,2
8,1713570559,0,0,0.0,3
9,1713570560,0,0,0.0,4
10,1713570561,0,0,0.0,5
11,1713570562,0,0,0.0,6
12,1713570563,0,0,0.0,7
13,1713570564,0,0,123.0,8
14,1713570565,0,0,123.0,9
15,1713570566,0,0,123.0,10
16,1713570567,0,0,123.0,11
17,1713570568,0,0,123.0,12
18,1713570569,0,0,122.0,13
19,1713570570,0,0,121.0,14
20,1713570571,0,0,121.0,15
21,1713570572,0,0,119.0,16
22,1713570573,0,0,119.0,17
23,1713570574,0,0,118.0,18
