Unnamed: 0,timestamp,cadence,gct,heart_rate,time
42,1713568575,0,0,145.0,0
43,1713568576,0,0,144.0,1
44,1713568577,0,0,144.0,2
45,1713568578,0,0,144.0,3
46,1713568579,0,0,144.0,4
47,1713568580,0,0,144.0,5
48,1713568581,0,0,144.0,6
49,1713568582,0,0,144.0,7
50,1713568583,0,0,144.0,8
51,1713568584,0,0,144.0,9
52,1713568585,0,0,143.0,10
53,1713568586,0,0,142.0,11
54,1713568587,0,0,141.0,12
55,1713568588,0,0,141.0,13
56,1713568589,0,0,140.0,14
57,1713568590,0,0,139.0,15
58,1713568591,0,0,139.0,16
59,1713568592,0,0,140.0,17
60,1713568593,0,0,141.0,18
61,1713568594,0,0,142.0,19
