Unnamed: 0,timestamp,cadence,gct,heart_rate,time
6,1713731843,0,0,91.0,0
7,1713731844,0,0,91.0,1
8,1713731845,0,0,91.0,2
9,1713731846,0,0,90.0,3
10,1713731847,0,0,88.0,4
11,1713731848,0,0,88.0,5
12,1713731849,0,0,88.0,6
13,1713731850,0,0,88.0,7
14,1713731851,0,0,87.0,8
15,1713731852,0,0,87.0,9
16,1713731853,0,0,86.0,10
17,1713731854,0,0,86.0,11
18,1713731855,0,0,86.0,12
19,1713731856,0,0,85.0,13
20,1713731857,0,0,85.0,14
21,1713731858,0,0,85.0,15
22,1713731859,0,0,85.0,16
23,1713731860,0,0,85.0,17
24,1713731861,0,0,85.0,18
25,1713731862,0,0,85.0,19
26,1713731863,0,0,85.0,20
27,1713731864,0,0,85.0,21
28,1713731865,0,0,85.0,22
29,1713731866,0,0,85.0,23
30,1713731867,0,0,85.0,24
31,1713731868,0,0,85.0,25
32,1713731869,0,0,85.0,26
33,1713731870,0,0,85.0,27
34,1713731871,0,0,85.0,28
35,1713731872,0,0,85.0,29
36,1713731873,0,0,85.0,30
