,timestamp,cadence,gct,heart_rate,time
1,1707336684,0,0,0.0,1
2,1707336685,0,0,0.0,2
3,1707336686,0,0,0.0,3
4,1707336687,0,0,0.0,4
5,1707336688,0,0,0.0,5
6,1707336689,0,0,0.0,6
7,1707336690,0,0,0.0,7
8,1707336691,0,0,0.0,8
9,1707336692,0,0,0.0,9
10,1707336693,0,0,0.0,10
11,1707336694,0,0,0.0,11
12,1707336695,0,0,0.0,12
13,1707336696,0,0,0.0,13
14,1707336697,0,0,0.0,14
15,1707336698,0,0,0.0,15
16,1707336699,0,0,177.0,16
17,1707336700,0,0,177.0,17
18,1707336701,0,0,176.0,18
19,1707336702,0,0,176.0,19
20,1707336703,0,0,175.0,20
21,1707336704,0,0,175.0,21
22,1707336705,0,0,174.0,22
23,1707336706,0,0,174.0,23
24,1707336707,0,0,173.0,24
25,1707336708,0,0,173.0,25
26,1707336709,0,0,173.0,26
27,1707336710,0,0,173.0,27
28,1707336711,0,0,173.0,28
29,1707336712,0,0,173.0,29
30,1707336713,0,0,172.0,30
31,1707336714,0,0,172.0,31
32,1707336715,0,0,171.0,32
33,1707336716,0,0,171.0,33
34,1707336717,0,0,171.0,34
