Unnamed: 0,timestamp,cadence,gct,heart_rate,time
1,1711750971,0,0,0.0,0
2,1711750972,0,0,0.0,1
3,1711750973,0,0,0.0,2
4,1711750974,0,0,0.0,3
5,1711750975,0,0,0.0,4
6,1711750976,0,0,0.0,5
7,1711750977,0,0,0.0,6
8,1711750978,0,0,0.0,7
9,1711750979,0,0,0.0,8
10,1711750980,0,0,0.0,9
11,1711750981,0,0,0.0,10
12,1711750982,0,0,0.0,11
13,1711750983,0,0,0.0,12
14,1711750984,0,0,0.0,13
15,1711750985,0,0,50.0,14
16,1711750986,0,0,56.0,15
17,1711750987,0,0,62.0,16
18,1711750988,0,0,68.0,17
19,1711750989,0,0,70.0,18
20,1711750990,0,0,73.0,19
21,1711750991,0,0,75.0,20
22,1711750992,0,0,77.0,21
23,1711750993,0,0,79.0,22
24,1711750994,0,0,85.0,23
25,1711750995,0,0,91.0,24
26,1711750996,0,0,97.0,25
27,1711750997,0,0,99.0,26
28,1711750998,0,0,102.0,27
