Unnamed: 0,timestamp,cadence,gct,heart_rate,time
0,1713367837,0,0,0.0,0
1,1713367838,0,0,0.0,1
2,1713367839,0,0,0.0,2
3,1713367840,0,0,0.0,3
4,1713367841,0,0,0.0,4
5,1713367842,0,0,0.0,5
6,1713367843,0,0,0.0,6
7,1713367844,0,0,0.0,7
8,1713367845,0,0,0.0,8
9,1713367846,0,0,0.0,9
10,1713367847,0,0,0.0,10
11,1713367848,0,0,0.0,11
12,1713367849,0,0,0.0,12
13,1713367850,0,0,0.0,13
14,1713367851,0,0,0.0,14
15,1713367852,0,0,105.0,15
16,1713367853,0,0,105.0,16
17,1713367854,0,0,104.0,17
18,1713367855,0,0,103.0,18
19,1713367856,0,0,102.0,19
20,1713367857,0,0,101.0,20
21,1713367858,0,0,99.0,21
22,1713367859,0,0,98.0,22
23,1713367860,0,0,97.0,23
24,1713367861,0,0,96.0,24
25,1713367862,0,0,95.0,25
26,1713367863,0,0,95.0,26
27,1713367864,0,0,95.0,27
28,1713367865,0,0,95.0,28
29,1713367866,0,0,95.0,29
30,1713367867,0,0,95.0,30
31,1713367868,0,0,95.0,31
32,1713367869,0,0,94.0,32
33,1713367870,0,0,94.0,33
34,1713367871,0,0,94.0,34
35,1713367872,0,0,94.0,35
36,1713367873,0,0,94.0,36
37,1713367874,0,0,95.0,37
38,1713367875,0,0,95.0,38
39,1713367876,0,0,95.0,39
40,1713367877,0,0,95.0,40
41,1713367878,0,0,95.0,41
42,1713367879,0,0,95.0,42
43,1713367880,0,0,95.0,43
44,1713367881,0,0,95.0,44
45,1713367882,0,0,95.0,45
46,1713367883,0,0,95.0,46
47,1713367884,0,0,95.0,47
48,1713367885,0,0,95.0,48
49,1713367886,0,0,94.0,49
50,1713367887,0,0,94.0,50
51,1713367888,0,0,94.0,51
52,1713367889,0,0,94.0,52
53,1713367890,0,0,94.0,53
54,1713367891,0,0,93.0,54
55,1713367892,0,0,93.0,55
56,1713367893,0,0,92.0,56
57,1713367894,0,0,92.0,57
58,1713367895,0,0,92.0,58
59,1713367896,0,0,91.0,59
60,1713367897,0,0,91.0,60
61,1713367898,0,0,90.0,61
62,1713367899,0,0,89.0,62
63,1713367900,0,0,89.0,63
64,1713367901,0,0,89.0,64
