Unnamed: 0,timestamp,cadence,gct,heart_rate,time
43,1713365853,0,0,147.0,0
44,1713365854,0,0,146.0,1
45,1713365855,0,0,144.0,2
46,1713365856,0,0,144.0,3
47,1713365857,0,0,144.0,4
48,1713365858,0,0,144.0,5
49,1713365859,0,0,143.0,6
50,1713365860,0,0,142.0,7
51,1713365861,0,0,142.0,8
52,1713365862,0,0,142.0,9
53,1713365863,0,0,142.0,10
54,1713365864,0,0,141.0,11
55,1713365865,0,0,141.0,12
56,1713365866,0,0,140.0,13
57,1713365867,0,0,139.0,14
58,1713365868,0,0,139.0,15
59,1713365869,0,0,139.0,16
60,1713365870,0,0,139.0,17
61,1713365871,0,0,139.0,18
62,1713365872,0,0,138.0,19
63,1713365873,0,0,138.0,20
64,1713365874,0,0,138.0,21
65,1713365875,0,0,137.0,22
66,1713365876,0,0,136.0,23
67,1713365877,0,0,135.0,24
68,1713365878,0,0,135.0,25
69,1713365879,0,0,135.0,26
70,1713365880,0,0,135.0,27
71,1713365881,0,0,135.0,28
72,1713365882,0,0,135.0,29
73,1713365883,0,0,135.0,30
74,1713365884,0,0,134.0,31
75,1713365885,0,0,134.0,32
76,1713365886,0,0,133.0,33
77,1713365887,0,0,134.0,34
78,1713365888,0,0,135.0,35
79,1713365889,0,0,135.0,36
80,1713365890,0,0,135.0,37
81,1713365891,0,0,134.0,38
82,1713365892,0,0,134.0,39
83,1713365893,0,0,133.0,40
84,1713365894,0,0,131.0,41
85,1713365895,0,0,130.0,42
86,1713365896,0,0,129.0,43
87,1713365897,0,0,129.0,44
