Unnamed: 0,timestamp,cadence,gct,heart_rate,time
48,1713366809,0,0,141.0,0
49,1713366810,0,0,141.0,1
50,1713366811,0,0,140.0,2
51,1713366812,0,0,139.0,3
52,1713366813,0,0,139.0,4
53,1713366814,0,0,139.0,5
54,1713366815,0,0,139.0,6
55,1713366816,0,0,138.0,7
56,1713366817,0,0,138.0,8
57,1713366818,0,0,137.0,9
58,1713366819,0,0,137.0,10
59,1713366820,0,0,136.0,11
60,1713366821,0,0,136.0,12
61,1713366822,0,0,136.0,13
62,1713366823,0,0,136.0,14
63,1713366824,0,0,136.0,15
64,1713366825,0,0,136.0,16
65,1713366826,0,0,136.0,17
66,1713366827,0,0,136.0,18
67,1713366828,0,0,136.0,19
68,1713366829,0,0,136.0,20
69,1713366830,0,0,135.0,21
70,1713366831,0,0,135.0,22
71,1713366832,0,0,135.0,23
72,1713366833,0,0,135.0,24
73,1713366834,0,0,135.0,25
74,1713366835,0,0,134.0,26
75,1713366836,0,0,134.0,27
76,1713366837,0,0,135.0,28
77,1713366838,0,0,135.0,29
78,1713366839,0,0,135.0,30
