Unnamed: 0,timestamp,cadence,gct,heart_rate,time
34,1713732575,0,0,85.0,0
35,1713732576,0,0,85.0,1
36,1713732577,0,0,85.0,2
37,1713732578,0,0,85.0,3
38,1713732579,0,0,85.0,4
39,1713732580,0,0,85.0,5
40,1713732581,0,0,86.0,6
41,1713732582,0,0,87.0,7
42,1713732583,0,0,88.0,8
43,1713732584,0,0,89.0,9
44,1713732585,0,0,91.0,10
45,1713732586,0,0,92.0,11
46,1713732587,0,0,92.0,12
47,1713732588,0,0,92.0,13
48,1713732589,0,0,92.0,14
49,1713732590,0,0,92.0,15
50,1713732591,0,0,92.0,16
51,1713732592,0,0,92.0,17
