Unnamed: 0,timestamp,cadence,gct,heart_rate,time
69,1713367906,0,0,90.0,0
70,1713367907,0,0,90.0,1
71,1713367908,0,0,91.0,2
72,1713367909,0,0,92.0,3
73,1713367910,0,0,92.0,4
74,1713367911,0,0,93.0,5
75,1713367912,0,0,94.0,6
76,1713367913,0,0,95.0,7
77,1713367914,0,0,96.0,8
78,1713367915,0,0,96.0,9
79,1713367916,0,0,96.0,10
80,1713367917,0,0,96.0,11
81,1713367918,0,0,96.0,12
82,1713367919,0,0,95.0,13
83,1713367920,0,0,94.0,14
84,1713367921,0,0,95.0,15
85,1713367922,0,0,96.0,16
86,1713367923,0,0,96.0,17
87,1713367924,0,0,96.0,18
88,1713367925,0,0,97.0,19
89,1713367926,0,0,96.0,20
90,1713367927,0,0,95.0,21
91,1713367928,0,0,95.0,22
92,1713367929,0,0,94.0,23
93,1713367930,0,0,94.0,24
94,1713367931,0,0,94.0,25
95,1713367932,0,0,94.0,26
96,1713367933,0,0,94.0,27
97,1713367934,0,0,94.0,28
98,1713367935,0,0,94.0,29
99,1713367936,0,0,94.0,30
100,1713367937,0,0,94.0,31
101,1713367938,0,0,93.0,32
102,1713367939,0,0,93.0,33
103,1713367940,0,0,92.0,34
104,1713367941,0,0,92.0,35
105,1713367942,0,0,93.0,36
106,1713367943,0,0,93.0,37
107,1713367944,0,0,94.0,38
108,1713367945,0,0,96.0,39
109,1713367946,0,0,96.0,40
