Unnamed: 0,timestamp,cadence,gct,heart_rate,time
33,1713570584,0,0,119.0,0
34,1713570585,0,0,120.0,1
35,1713570586,0,0,120.0,2
36,1713570587,0,0,120.0,3
37,1713570588,0,0,119.0,4
38,1713570589,0,0,119.0,5
39,1713570590,0,0,118.0,6
40,1713570591,0,0,117.0,7
41,1713570592,0,0,115.0,8
42,1713570593,0,0,115.0,9
43,1713570594,0,0,114.0,10
44,1713570595,0,0,114.0,11
45,1713570596,0,0,114.0,12
46,1713570597,0,0,114.0,13
47,1713570598,0,0,114.0,14
48,1713570599,0,0,114.0,15
49,1713570600,0,0,114.0,16
50,1713570601,0,0,114.0,17
