Unnamed: 0,timestamp,cadence,gct,heart_rate,time
41,1712516942,0,0,111.0,0
42,1712516943,0,0,111.0,1
43,1712516944,0,0,111.0,2
44,1712516945,0,0,111.0,3
45,1712516946,0,0,111.0,4
46,1712516947,0,0,111.0,5
47,1712516948,0,0,111.0,6
48,1712516949,0,0,111.0,7
49,1712516950,0,0,111.0,8
50,1712516951,0,0,110.0,9
51,1712516952,0,0,110.0,10
52,1712516953,0,0,112.0,11
53,1712516954,0,0,113.0,12
54,1712516955,0,0,119.0,13
55,1712516956,0,0,125.0,14
56,1712516957,0,0,129.0,15
57,1712516958,0,0,130.0,16
58,1712516959,0,0,131.0,17
59,1712516960,0,0,132.0,18
60,1712516961,0,0,132.0,19
61,1712516962,0,0,132.0,20
62,1712516963,0,0,133.0,21
63,1712516964,0,0,133.0,22
64,1712516965,0,0,133.0,23
65,1712516966,0,0,133.0,24
66,1712516967,0,0,132.0,25
67,1712516968,0,0,132.0,26
68,1712516969,0,0,131.0,27
69,1712516970,0,0,131.0,28
70,1712516971,0,0,130.0,29
71,1712516972,0,0,130.0,30
72,1712516973,0,0,130.0,31
73,1712516974,0,0,129.0,32
