Unnamed: 0,timestamp,cadence,gct,heart_rate,time
27,1711483366,0,0,119.0,0
28,1711483367,0,0,119.0,1
29,1711483368,0,0,119.0,2
30,1711483369,0,0,119.0,3
31,1711483370,0,0,119.0,4
32,1711483371,0,0,119.0,5
33,1711483372,0,0,119.0,6
34,1711483373,0,0,118.0,7
35,1711483374,0,0,117.0,8
36,1711483375,0,0,118.0,9
37,1711483376,0,0,118.0,10
38,1711483377,0,0,119.0,11
39,1711483378,0,0,119.0,12
40,1711483379,0,0,119.0,13
41,1711483380,0,0,119.0,14
42,1711483381,0,0,119.0,15
43,1711483382,0,0,119.0,16
44,1711483383,0,0,119.0,17
45,1711483384,0,0,119.0,18
46,1711483385,0,0,119.0,19
47,1711483386,0,0,119.0,20
48,1711483387,0,0,119.0,21
49,1711483388,0,0,119.0,22
50,1711483389,0,0,119.0,23
51,1711483390,0,0,119.0,24
52,1711483391,0,0,119.0,25
53,1711483392,0,0,119.0,26
54,1711483393,0,0,119.0,27
55,1711483394,0,0,119.0,28
56,1711483395,0,0,119.0,29
57,1711483396,0,0,119.0,30
58,1711483397,0,0,119.0,31
59,1711483398,0,0,119.0,32
60,1711483399,0,0,118.0,33
61,1711483400,0,0,118.0,34
62,1711483401,0,0,117.0,35
