Unnamed: 0,timestamp,cadence,gct,heart_rate,time
30,1712519460,0,0,121.0,0
31,1712519461,0,0,121.0,1
32,1712519462,0,0,121.0,2
33,1712519463,0,0,119.0,3
34,1712519464,0,0,118.0,4
35,1712519465,0,0,119.0,5
36,1712519466,0,0,120.0,6
37,1712519467,0,0,120.0,7
38,1712519468,0,0,121.0,8
39,1712519469,0,0,122.0,9
40,1712519470,0,0,123.0,10
41,1712519471,0,0,128.0,11
42,1712519472,0,0,129.0,12
43,1712519473,0,0,129.0,13
44,1712519474,0,0,129.0,14
45,1712519475,0,0,129.0,15
46,1712519476,0,0,128.0,16
47,1712519477,0,0,128.0,17
48,1712519478,0,0,127.0,18
49,1712519479,0,0,126.0,19
50,1712519480,0,0,126.0,20
51,1712519481,0,0,127.0,21
52,1712519482,0,0,127.0,22
53,1712519483,0,0,127.0,23
54,1712519484,0,0,127.0,24
55,1712519485,0,0,127.0,25
56,1712519486,0,0,127.0,26
57,1712519487,0,0,127.0,27
58,1712519488,0,0,126.0,28
59,1712519489,0,0,125.0,29
60,1712519490,0,0,125.0,30
61,1712519491,0,0,124.0,31
62,1712519492,0,0,123.0,32
63,1712519493,0,0,122.0,33
64,1712519494,0,0,122.0,34
65,1712519495,0,0,122.0,35
66,1712519496,0,0,122.0,36
67,1712519497,0,0,122.0,37
68,1712519498,0,0,122.0,38
