Unnamed: 0,timestamp,cadence,gct,heart_rate,time
14,1713573047,0,0,0.0,0
15,1713573048,0,0,105.0,1
16,1713573049,0,0,104.0,2
17,1713573050,0,0,104.0,3
18,1713573051,0,0,104.0,4
19,1713573052,0,0,104.0,5
20,1713573053,0,0,105.0,6
21,1713573054,0,0,105.0,7
22,1713573055,0,0,105.0,8
23,1713573056,0,0,106.0,9
24,1713573057,0,0,107.0,10
25,1713573058,0,0,107.0,11
26,1713573059,0,0,108.0,12
27,1713573060,0,0,109.0,13
28,1713573061,0,0,110.0,14
29,1713573062,0,0,110.0,15
30,1713573063,0,0,109.0,16
31,1713573064,0,0,108.0,17
32,1713573065,0,0,108.0,18
33,1713573066,0,0,108.0,19
34,1713573067,0,0,108.0,20
35,1713573068,0,0,109.0,21
36,1713573069,0,0,110.0,22
