Unnamed: 0,timestamp,cadence,gct,heart_rate,time
84,1713367486,0,0,72.0,0
85,1713367487,0,0,72.0,1
86,1713367488,0,0,72.0,2
87,1713367489,0,0,72.0,3
88,1713367490,0,0,72.0,4
89,1713367491,0,0,73.0,5
90,1713367492,0,0,74.0,6
91,1713367493,0,0,76.0,7
92,1713367494,0,0,78.0,8
93,1713367495,0,0,79.0,9
94,1713367496,0,0,83.0,10
95,1713367497,0,0,85.0,11
96,1713367498,0,0,86.0,12
97,1713367499,0,0,87.0,13
98,1713367500,0,0,88.0,14
99,1713367501,0,0,89.0,15
100,1713367502,0,0,89.0,16
101,1713367503,0,0,90.0,17
102,1713367504,0,0,90.0,18
103,1713367505,0,0,90.0,19
104,1713367506,0,0,89.0,20
105,1713367507,0,0,89.0,21
106,1713367508,0,0,89.0,22
107,1713367509,0,0,88.0,23
108,1713367510,0,0,88.0,24
109,1713367511,0,0,87.0,25
110,1713367512,0,0,87.0,26
111,1713367513,0,0,87.0,27
112,1713367514,0,0,86.0,28
113,1713367515,0,0,86.0,29
114,1713367516,0,0,85.0,30
