Unnamed: 0,timestamp,cadence,gct,heart_rate,time
7,1713732548,0,0,0.0,0
8,1713732549,0,0,0.0,1
9,1713732550,0,0,94.0,2
10,1713732551,0,0,94.0,3
11,1713732552,0,0,94.0,4
12,1713732553,0,0,94.0,5
13,1713732554,0,0,94.0,6
14,1713732555,0,0,94.0,7
15,1713732556,0,0,94.0,8
16,1713732557,0,0,93.0,9
17,1713732558,0,0,92.0,10
18,1713732559,0,0,91.0,11
19,1713732560,0,0,90.0,12
20,1713732561,0,0,90.0,13
21,1713732562,0,0,89.0,14
22,1713732563,0,0,88.0,15
23,1713732564,0,0,88.0,16
24,1713732565,0,0,87.0,17
25,1713732566,0,0,87.0,18
26,1713732567,0,0,87.0,19
27,1713732568,0,0,86.0,20
28,1713732569,0,0,86.0,21
29,1713732570,0,0,85.0,22
