Unnamed: 0,timestamp,cadence,gct,heart_rate,time
71,1713567527,0,0,108.0,0
72,1713567528,0,0,109.0,1
73,1713567529,0,0,110.0,2
74,1713567530,0,0,110.0,3
75,1713567531,0,0,110.0,4
76,1713567532,0,0,111.0,5
77,1713567533,0,0,111.0,6
78,1713567534,0,0,111.0,7
79,1713567535,0,0,112.0,8
80,1713567536,0,0,112.0,9
81,1713567537,0,0,112.0,10
82,1713567538,0,0,111.0,11
83,1713567539,0,0,111.0,12
84,1713567540,0,0,111.0,13
85,1713567541,0,0,111.0,14
86,1713567542,0,0,111.0,15
87,1713567543,0,0,111.0,16
88,1713567544,0,0,111.0,17
89,1713567545,0,0,111.0,18
90,1713567546,0,0,111.0,19
91,1713567547,0,0,111.0,20
92,1713567548,0,0,111.0,21
93,1713567549,0,0,111.0,22
94,1713567550,0,0,111.0,23
95,1713567551,0,0,111.0,24
96,1713567552,0,0,111.0,25
97,1713567553,0,0,111.0,26
98,1713567554,0,0,111.0,27
99,1713567555,0,0,111.0,28
100,1713567556,0,0,111.0,29
101,1713567557,0,0,111.0,30
102,1713567558,0,0,111.0,31
103,1713567559,0,0,111.0,32
104,1713567560,0,0,111.0,33
105,1713567561,0,0,111.0,34
