Unnamed: 0,timestamp,cadence,gct,heart_rate,time
1,1712519431,0,0,0.0,0
2,1712519432,0,0,0.0,1
3,1712519433,0,0,0.0,2
4,1712519434,0,0,0.0,3
5,1712519435,0,0,0.0,4
6,1712519436,0,0,0.0,5
7,1712519437,0,0,0.0,6
8,1712519438,0,0,0.0,7
9,1712519439,0,0,0.0,8
10,1712519440,0,0,0.0,9
11,1712519441,0,0,0.0,10
12,1712519442,0,0,0.0,11
13,1712519443,0,0,0.0,12
14,1712519444,0,0,0.0,13
15,1712519445,0,0,123.0,14
16,1712519446,0,0,123.0,15
17,1712519447,0,0,123.0,16
18,1712519448,0,0,122.0,17
19,1712519449,0,0,122.0,18
20,1712519450,0,0,122.0,19
21,1712519451,0,0,122.0,20
22,1712519452,0,0,121.0,21
23,1712519453,0,0,120.0,22
24,1712519454,0,0,120.0,23
25,1712519455,0,0,119.0,24
26,1712519456,0,0,119.0,25
27,1712519457,0,0,119.0,26
28,1712519458,0,0,120.0,27
29,1712519459,0,0,120.0,28
30,1712519460,0,0,121.0,29
