Unnamed: 0,timestamp,cadence,gct,heart_rate,time
1,1709760218,0,0,0.0,0
2,1709760219,0,0,0.0,1
3,1709760220,0,0,0.0,2
4,1709760221,0,0,0.0,3
5,1709760222,0,0,0.0,4
6,1709760223,0,0,0.0,5
7,1709760224,0,0,0.0,6
8,1709760225,0,0,0.0,7
9,1709760226,0,0,90.0,8
10,1709760227,0,0,91.0,9
11,1709760228,0,0,93.0,10
12,1709760229,0,0,95.0,11
13,1709760230,0,0,96.0,12
14,1709760231,0,0,98.0,13
15,1709760232,0,0,102.0,14
16,1709760233,0,0,103.0,15
17,1709760234,0,0,105.0,16
18,1709760235,0,0,106.0,17
19,1709760236,0,0,107.0,18
20,1709760237,0,0,109.0,19
21,1709760238,0,0,109.0,20
22,1709760239,0,0,110.0,21
23,1709760240,0,0,110.0,22
24,1709760241,0,0,110.0,23
25,1709760242,0,0,110.0,24
26,1709760243,0,0,110.0,25
27,1709760244,0,0,110.0,26
28,1709760245,0,0,109.0,27
29,1709760246,0,0,109.0,28
