Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm),time
1727227777.4,8.339378356933594,,0.0
1727227777.45,8.196304321289062,,0.05
1727227777.5,8.170753479003906,,0.1
1727227777.55,8.482460021972656,,0.15
1727227777.6,9.036895751953123,,0.2
1727227777.65,10.115104675292969,,0.25
1727227777.7,10.787071228027344,,0.3
1727227777.75,11.809074401855469,,0.35
1727227777.8,12.613899230957031,,0.4
1727227777.85,13.88628387451172,,0.45
1727227777.9,14.558250427246094,,0.5
1727227777.95,14.831634521484377,,0.55
1727227778.0,14.6016845703125,,0.6
1727227778.05,14.410064697265623,,0.65
1727227778.1,14.450942993164062,,0.7
1727227778.15,14.433059692382812,,0.75
1727227778.2,14.29253387451172,,0.8
1727227778.25,14.006370544433594,,0.85
1727227778.3,13.794303894042969,,0.9
1727227778.35,13.572021484375,,0.95
1727227778.4,13.400833129882812,,1.0
1727227778.45,13.081459045410156,,1.05
1727227778.5,12.841293334960938,,1.1
1727227778.55,12.509140014648438,,1.15
1727227778.6,12.437599182128906,,1.2
1727227778.65,12.48614501953125,,1.25
1727227778.7,12.608787536621094,,1.3
1727227778.75,12.721206665039062,,1.35
1727227778.8,12.833625793457031,,1.4
1727227778.85,13.061019897460938,,1.45
1727227778.9,13.104454040527344,,1.5
1727227778.95,13.048248291015623,,1.55
1727227779.0,13.10956573486328,,1.6
1727227779.05,13.283309936523438,,1.65
1727227779.1,13.467269897460938,,1.7
1727227779.15,13.434051513671877,,1.75
1727227779.2,13.336959838867188,,1.8
1727227779.25,13.446823120117188,,1.85
1727227779.3,13.48259735107422,,1.9
1727227779.35,13.267974853515623,,1.95
1727227779.4,12.662445068359377,,2.0
1727227779.45,12.291969299316406,,2.05
1727227779.5,11.834625244140623,,2.1
1727227779.55,11.441154479980469,,2.15
1727227779.6,11.241859436035156,,2.2
1727227779.65,11.096229553222656,,2.25
1727227779.7,10.817733764648438,,2.3
1727227779.75,10.5545654296875,,2.35
1727227779.8,10.309288024902344,,2.4
1727227779.85,10.286293029785156,,2.45
1727227779.9,10.227523803710938,,2.5
1727227779.95,10.071670532226562,,2.55
1727227780.0,9.736968994140623,,2.6
1727227780.05,9.58111572265625,,2.65
1727227780.1,9.54022979736328,,2.7
1727227780.15,9.50957489013672,,2.75
1727227780.2,9.35882568359375,,2.8
1727227780.25,9.28728485107422,,2.85
1727227780.3,9.330718994140623,,2.9
1727227780.35,9.425254821777344,,2.95
1727227780.4,9.4508056640625,,3.0
1727227780.45,9.47124481201172,,3.05
1727227780.5,9.52490234375,,3.1
1727227780.55,9.501907348632812,,3.15
1727227780.6,9.36138153076172,,3.2
1727227780.65,9.32050323486328,,3.25
1727227780.7,9.343498229980469,,3.3
1727227780.75,9.300064086914062,,3.35
1727227780.8,9.218299865722656,,3.4
1727227780.85,9.10076904296875,,3.45
1727227780.9,8.91680908203125,,3.5
1727227780.95,8.796730041503906,,3.55
1727227781.0,8.576995849609375,,3.6
1727227781.05,8.449249267578125,,3.65
1727227781.1,8.464576721191406,,3.7
1727227781.15,8.505455017089844,,3.75
1727227781.2,8.510566711425781,,3.8
1727227781.25,8.467132568359375,,3.85
1727227781.3,8.451805114746094,,3.9
1727227781.35,8.43902587890625,,3.95
1727227781.4,8.393035888671875,,4.0
1727227781.45,8.324050903320312,,4.05
1727227781.5,8.278060913085938,,4.1
1727227781.55,8.283172607421875,,4.15
1727227781.6,8.155418395996094,,4.2
1727227781.65,7.99700927734375,,4.25
1727227781.7,7.8692626953125,,4.3
1727227781.75,7.874374389648437,,4.35
1727227781.8,7.859039306640625,,4.4
1727227781.85,7.820716857910157,,4.45
1727227781.9,7.825828552246095,,4.5
1727227781.95,7.848823547363281,,4.55
1727227782.0,7.833488464355469,,4.6
1727227782.05,7.820716857910157,,4.65
1727227782.1,7.889701843261719,,4.7
1727227782.15,7.96124267578125,,4.75
1727227782.2,8.012344360351562,,4.8
1727227782.25,8.07110595703125,,4.85
1727227782.3,8.428810119628906,,4.9
1727227782.35,8.919364929199219,,4.95
