Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm),time
1726370127.05,4.839035034179688,,0.0
1726370127.1,4.890129089355469,,0.05
1726370127.15,5.189064025878906,,0.1
1726370127.2,5.505889892578125,,0.15
1726370127.25,5.978561401367188,,0.2
1726370127.3,6.272384643554688,,0.25
1726370127.35,6.6684112548828125,,0.3
1726370127.4,6.906028747558594,,0.35
1726370127.45,7.235618591308594,,0.4
1726370127.5,7.455352783203125,,0.45
1726370127.55,7.856483459472656,,0.5
1726370127.6,8.140090942382812,,0.55
1726370127.65,8.416030883789062,,0.6
1726370127.7,8.8248291015625,,0.65
1726370127.75,9.13654327392578,,0.7
1726370127.8,9.80339813232422,,0.75
1726370127.85,10.585227966308594,,0.8
1726370127.9,11.116668701171877,,0.85
1726370127.95,11.773300170898438,,0.9
1726370128.0,11.967483520507812,,0.95
1726370128.05,11.939376831054688,,1.0
1726370128.1,11.775856018066406,,1.05
1726370128.15,11.466705322265623,,1.1
1726370128.2,11.249526977539062,,1.15
1726370128.25,10.802398681640623,,1.2
1726370128.3,10.385940551757812,,1.25
1726370128.35,9.647544860839846,,1.3
1726370128.4,9.25151824951172,,1.35
1726370128.45,9.208084106445312,,1.4
1726370128.5,9.404815673828123,,1.45
1726370128.55,9.409927368164062,,1.5
1726370128.6,9.149314880371092,,1.55
1726370128.65,8.671531677246094,,1.6
1726370128.7,8.362373352050781,,1.65
1726370128.75,7.88459014892578,,1.7
1726370128.8,7.62653350830078,,1.75
1726370128.85,7.368484497070312,,1.8
1726370128.9,7.2432861328125,,1.85
1726370128.95,7.031219482421875,,1.9
1726370129.0,6.883033752441406,,1.95
1726370129.05,6.658195495605469,,2.0
1726370129.1,6.52277374267578,,2.05
1726370129.15,6.395027160644531,,2.1
1726370129.2,6.30560302734375,,2.15
1726370129.25,6.152305603027344,,2.2
1726370129.3,6.0807647705078125,,2.25
1726370129.35,6.021995544433594,,2.3
1726370129.4,6.019439697265625,,2.35
1726370129.45,6.0654296875,,2.4
1726370129.5,6.12164306640625,,2.45
1726370129.55,6.246833801269531,,2.5
1726370129.6,6.369476318359375,,2.55
1726370129.65,6.627532958984375,,2.6
1726370129.7,6.788497924804688,,2.65
1726370129.75,7.04144287109375,,2.7
1726370129.8,7.273948669433594,,2.75
1726370129.85,7.675079345703125,,2.8
1726370129.9,7.935691833496095,,2.85
1726370129.95,8.275505065917969,,2.9
1726370130.0,8.536117553710938,,2.95
1726370130.05,8.656204223632812,,3.0
1726370130.1,8.763511657714844,,3.05
1726370130.15,8.73284912109375,,3.1
1726370130.2,8.354713439941406,,3.15
1726370130.25,7.943359375,,3.2
1726370130.3,7.401695251464843,,3.25
1726370130.35,7.279060363769531,,3.3
1726370130.4,7.57288360595703,,3.35
1726370130.45,7.953575134277344,,3.4
1726370130.5,8.492683410644531,,3.45
1726370130.55,8.681755065917969,,3.5
1726370130.6,8.809501647949219,,3.55
1726370130.65,8.88104248046875,,3.6
1726370130.7,8.835052490234375,,3.65
1726370130.75,8.717521667480469,,3.7
1726370130.8,8.594879150390625,,3.75
1726370130.85,8.569328308105469,,3.8
1726370130.9,8.668975830078125,,3.85
1726370130.95,8.8248291015625,,3.9
1726370131.0,9.013900756835936,,3.95
1726370131.05,9.021568298339846,,4.0
1726370131.1,8.937248229980469,,4.05
1726370131.15,8.835052490234375,,4.1
1726370131.2,8.490127563476562,,4.15
1726370131.25,8.221855163574219,,4.2
1726370131.3,7.930580139160157,,4.25
1726370131.35,7.79772186279297,,4.3
1726370131.4,7.618873596191406,,4.35
1726370131.45,7.48601531982422,,4.4
1726370131.5,7.289276123046875,,4.45
1726370131.55,7.1461944580078125,,4.5
1726370131.6,6.934135437011719,,4.55
1726370131.65,6.8523712158203125,,4.6
1726370131.7,6.724624633789063,,4.65
1726370131.75,6.5943145751953125,,4.7
1726370131.8,6.441017150878906,,4.75
1726370131.85,6.37969970703125,,4.8
1726370131.9,6.315818786621094,,4.85
1726370131.95,6.259613037109375,,4.9
1726370132.0,6.15485382080078,,4.95
1726370132.05,6.0807647705078125,,5.0
1726370132.1,5.970893859863281,,5.05
1726370132.15,5.9325714111328125,,5.1
1726370132.2,5.86614227294922,,5.15
1726370132.25,5.794601440429688,,5.2
1726370132.3,5.774162292480469,,5.25
1726370132.35,5.853370666503906,,5.3
1726370132.4,6.052658081054688,,5.35
1726370132.45,6.19318389892578,,5.4
1726370132.5,6.338813781738281,,5.45
1726370132.55,6.259613037109375,,5.5
1726370132.6,5.480339050292969,,5.55
1726370132.65,4.713836669921875,,5.6
1726370132.7,3.850250244140625,,5.65
1726370132.75,3.5513153076171875,,5.7
1726370132.8,3.5334243774414062,,5.75
1726370132.85,3.722496032714844,,5.8
1726370132.9,4.087860107421875,,5.85
1726370132.95,4.325477600097656,,5.9
1726370133.0,4.603973388671875,,5.95
1726370133.05,4.785377502441406,,6.0
1726370133.1,5.153297424316406,,6.05
1726370133.15,5.439460754394531,,6.1
1726370133.2,5.927459716796875,,6.15
1726370133.25,6.315818786621094,,6.2
1726370133.3,6.9162445068359375,,6.25
1726370133.35,7.250953674316406,,6.3
1726370133.4,7.526893615722656,,6.35
1726370133.45,7.575439453125,,6.4
1726370133.5,7.534553527832032,,6.45
1726370133.55,7.488563537597656,,6.5
1726370133.6,7.40936279296875,,6.55
1726370133.65,7.302055358886719,,6.6
1726370133.7,7.204963684082031,,6.65
1726370133.75,7.289276123046875,,6.7
1726370133.8,7.547332763671875,,6.75
1726370133.85,7.657196044921875,,6.8
1726370133.9,7.864151000976563,,6.85
1726370133.95,8.114540100097656,,6.9
1726370134.0,8.390480041503906,,6.95
1726370134.05,8.413475036621094,,7.0
1726370134.1,8.324050903320312,,7.05
1726370134.15,8.249954223632812,,7.1
1726370134.2,8.21929931640625,,7.15
1726370134.25,8.198860168457031,,7.2
1726370134.3,7.984237670898437,,7.25
1726370134.35,7.805389404296875,,7.3
1726370134.4,7.62653350830078,,7.35
1726370134.45,7.5422210693359375,,7.4
1726370134.5,7.399139404296875,,7.45
1726370134.55,7.28160858154297,,7.5
1726370134.6,7.069549560546875,,7.55
1726370134.65,6.913688659667969,,7.6
1726370134.7,6.678634643554688,,7.65
1726370134.75,6.535552978515625,,7.7
1726370134.8,6.315818786621094,,7.75
1726370134.85,6.19573974609375,,7.8
1726370134.9,6.093536376953125,,7.85
1726370134.95,6.050102233886719,,7.9
1726370135.0,6.009223937988281,,7.95
1726370135.05,5.988784790039063,,8.0
1726370135.1,5.93768310546875,,8.05
1726370135.15,5.8968048095703125,,8.1
1726370135.2,5.855918884277344,,8.15
1726370135.25,5.86614227294922,,8.2
