,Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm),time
9180,1707331745.0,5.5467681884765625,,0.0
9181,1707331745.05,5.485450744628906,,0.04999995231628418
9182,1707331745.1,5.470115661621094,,0.09999990463256836
9183,1707331745.15,5.485450744628906,,0.15000009536743164
9184,1707331745.2,5.516105651855469,,0.20000004768371582
9185,1707331745.25,5.71794891357422,,0.25
9186,1707331745.3,6.004112243652344,,0.2999999523162842
9187,1707331745.35,6.290275573730469,,0.34999990463256836
9188,1707331745.4,6.239173889160156,,0.40000009536743164
9189,1707331745.45,6.055213928222656,,0.4500000476837158
9190,1707331745.5,5.991340637207031,,0.5
9191,1707331745.55,6.093536376953125,,0.5499999523162842
9192,1707331745.6,6.213623046875,,0.5999999046325684
9193,1707331745.65,6.30560302734375,,0.6500000953674316
9194,1707331745.7,6.4205780029296875,,0.7000000476837158
9195,1707331745.75,6.676078796386719,,0.75
9196,1707331745.8,6.775718688964844,,0.7999999523162842
9197,1707331745.85,6.8063812255859375,,0.8499999046325684
9198,1707331745.9,6.78083038330078,,0.9000000953674316
9199,1707331745.95,6.67352294921875,,0.9500000476837158
9200,1707331746.0,6.630088806152344,32.89924621582031,1.0
9201,1707331746.05,6.5304412841796875,,1.0499999523162842
9202,1707331746.1,6.441017150878906,,1.0999999046325684
9203,1707331746.15,6.48956298828125,,1.1500000953674316
9204,1707331746.2,6.545768737792969,,1.2000000476837158
9205,1707331746.25,6.4563446044921875,,1.25
9206,1707331746.3,6.354148864746094,,1.2999999523162842
9207,1707331746.35,6.262168884277344,,1.3499999046325684
9208,1707331746.4,6.205955505371094,,1.4000000953674316
9209,1707331746.45,6.057769775390625,,1.4500000476837158
9210,1707331746.5,5.912132263183594,,1.5
9211,1707331746.55,5.7307281494140625,,1.5499999523162842
9212,1707331746.6,5.64641571044922,,1.5999999046325684
9213,1707331746.65,5.562095642089844,,1.6500000953674316
9214,1707331746.7,5.531440734863281,,1.7000000476837158
9215,1707331746.75,5.521217346191406,,1.75
9216,1707331746.8,5.5518798828125,,1.7999999523162842
9217,1707331746.85,5.6208648681640625,,1.8499999046325684
9218,1707331746.9,5.625968933105469,,1.9000000953674316
9219,1707331746.95,5.587646484375,,1.9500000476837158
9220,1707331747.0,5.585090637207031,,2.0
9221,1707331747.05,5.541656494140625,,2.049999952316284
9222,1707331747.1,5.475227355957031,,2.0999999046325684
9223,1707331747.15,5.406242370605469,,2.1500000953674316
9224,1707331747.2,5.367919921875,,2.200000047683716
9225,1707331747.25,5.3347015380859375,,2.25
9226,1707331747.3,5.2938232421875,,2.299999952316284
9227,1707331747.35,5.158409118652344,,2.3499999046325684
9228,1707331747.4,5.1149749755859375,,2.4000000953674316
9229,1707331747.45,5.1328582763671875,,2.450000047683716
9230,1707331747.5,5.1226348876953125,,2.5
9231,1707331747.55,5.0766448974609375,,2.549999952316284
9232,1707331747.6,5.0689849853515625,,2.5999999046325684
9233,1707331747.65,5.0766448974609375,,2.6500000953674316
9234,1707331747.7,5.09197998046875,,2.700000047683716
9235,1707331747.75,5.0587615966796875,,2.75
9236,1707331747.8,5.028099060058594,,2.799999952316284
9237,1707331747.85,5.0229949951171875,,2.8499999046325684
9238,1707331747.9,5.005104064941406,,2.9000000953674316
9239,1707331747.95,4.969337463378906,,2.950000047683716
9240,1707331748.0,4.9488983154296875,,3.0
9241,1707331748.05,4.936119079589844,,3.049999952316284
9242,1707331748.1,4.9488983154296875,,3.0999999046325684
9243,1707331748.15,4.9259033203125,,3.1500000953674316
9244,1707331748.2,4.879913330078125,,3.200000047683716
9245,1707331748.25,4.8569183349609375,,3.25
9246,1707331748.3,4.862030029296875,,3.299999952316284
9247,1707331748.35,4.862030029296875,,3.3499999046325684
9248,1707331748.4,4.851806640625,,3.4000000953674316
9249,1707331748.45,4.823699951171875,,3.450000047683716
9250,1707331748.5,4.826255798339844,,3.5
9251,1707331748.55,4.854362487792969,,3.549999952316284
9252,1707331748.6,4.83136749267578,,3.5999999046325684
9253,1707331748.65,4.818595886230469,,3.6500000953674316
9254,1707331748.7,4.862030029296875,,3.700000047683716
9255,1707331748.75,5.097084045410156,,3.75
9256,1707331748.8,5.45989990234375,,3.799999952316284
9257,1707331748.85,6.096092224121094,,3.8499999046325684
9258,1707331748.9,6.428245544433594,,3.9000000953674316
9259,1707331748.95,6.8242645263671875,,3.950000047683716
9260,1707331749.0,6.975013732910156,,4.0
9261,1707331749.05,7.026115417480469,,4.049999952316284
9262,1707331749.1,6.9162445068359375,,4.099999904632568
9263,1707331749.15,6.6403045654296875,,4.150000095367432
9264,1707331749.2,6.58154296875,,4.200000047683716
9265,1707331749.25,6.520225524902344,,4.25
9266,1707331749.3,6.377143859863281,,4.299999952316284
9267,1707331749.35,6.1727447509765625,,4.349999904632568
9268,1707331749.4,6.062873840332031,,4.400000095367432
9269,1707331749.45,5.97600555419922,,4.450000047683716
9270,1707331749.5,6.0347747802734375,,4.5
9271,1707331749.55,6.0884246826171875,,4.549999952316284
9272,1707331749.6,6.0424346923828125,,4.599999904632568
9273,1707331749.65,5.940238952636719,,4.650000095367432
9274,1707331749.7,5.8968048095703125,,4.700000047683716
9275,1707331749.75,5.889137268066406,,4.75
9276,1707331749.8,5.8584747314453125,,4.799999952316284
9277,1707331749.85,5.705177307128906,,4.849999904632568
9278,1707331749.9,5.6285247802734375,,4.900000095367432
9279,1707331749.95,5.633636474609375,,4.950000047683716
9280,1707331750.0,5.641304016113281,,5.0
9281,1707331750.05,5.602973937988281,,5.049999952316284
9282,1707331750.1,5.579978942871094,,5.099999904632568
9283,1707331750.15,5.559539794921875,,5.150000095367432
9284,1707331750.2,5.5288848876953125,,5.200000047683716
9285,1707331750.25,5.413909912109375,,5.25
9286,1707331750.3,5.365364074707031,,5.299999952316284
9287,1707331750.35,5.3909149169921875,,5.349999904632568
9288,1707331750.4,5.3985748291015625,,5.400000095367432
9289,1707331750.45,5.3449249267578125,,5.450000047683716
9290,1707331750.5,5.304039001464844,,5.5
9291,1707331750.55,5.286155700683594,,5.549999952316284
9292,1707331750.6,5.286155700683594,,5.599999904632568
9293,1707331750.65,5.227394104003906,,5.650000095367432
9294,1707331750.7,5.2146148681640625,,5.700000047683716
9295,1707331750.75,5.487998962402344,,5.75
9296,1707331750.8,5.924903869628906,,5.799999952316284
9297,1707331750.85,6.584098815917969,,5.849999904632568
9298,1707331750.9,6.8063812255859375,,5.900000095367432
9299,1707331750.95,6.957130432128906,,5.950000047683716
9300,1707331751.0,6.9545745849609375,,6.0
9301,1707331751.05,6.6684112548828125,,6.049999952316284
9302,1707331751.1,6.538108825683594,,6.099999904632568
9303,1707331751.15,6.58154296875,,6.150000095367432
9304,1707331751.2,6.550880432128906,,6.200000047683716
9305,1707331751.25,6.474235534667969,,6.25
9306,1707331751.3,6.443572998046875,,6.299999952316284
9307,1707331751.35,6.338813781738281,,6.349999904632568
9308,1707331751.4,6.274940490722656,,6.400000095367432
9309,1707331751.45,6.165077209472656,,6.450000047683716
9310,1707331751.5,6.055213928222656,,6.5
9311,1707331751.55,6.0066680908203125,,6.549999952316284
9312,1707331751.6,6.039878845214844,,6.599999904632568
9313,1707331751.65,6.01433563232422,,6.650000095367432
9314,1707331751.7,5.9504547119140625,,6.700000047683716
9315,1707331751.75,5.8865814208984375,,6.75
9316,1707331751.8,5.899360656738281,,6.799999952316284
9317,1707331751.85,5.9197998046875,,6.849999904632568
9318,1707331751.9,5.86358642578125,,6.900000095367432
9319,1707331751.95,5.802268981933594,,6.950000047683716
9320,1707331752.0,5.817596435546875,,7.0
9321,1707331752.05,5.7588348388671875,,7.049999952316284
9322,1707331752.1,5.687294006347656,,7.099999904632568
9323,1707331752.15,5.579978942871094,,7.150000095367432
9324,1707331752.2,5.4828948974609375,,7.200000047683716
9325,1707331752.25,5.393470764160156,,7.25
9326,1707331752.3,5.355140686035156,,7.299999952316284
