Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm),time
1727561403.9,5.539100646972656,,0.0
1727561403.95,5.406242370605469,,0.05
1727561404.0,5.332145690917969,,0.1
1727561404.05,5.252944946289063,,0.15
1727561404.1,5.245277404785156,,0.2
1727561404.15,5.281044006347656,,0.25
1727561404.2,5.3449249267578125,,0.3
1727561404.25,5.4547882080078125,,0.35
1727561404.3,5.49566650390625,,0.4
1727561404.35,5.526329040527344,,0.45
1727561404.4,5.582534790039063,,0.5
1727561404.45,5.953010559082031,,0.55
1727561404.5,6.361808776855469,,0.6
1727561404.55,6.913688659667969,,0.65
1727561404.6,7.18708038330078,,0.7
1727561404.65,7.529449462890625,,0.75
1727561404.7,7.723625183105469,,0.8
1727561404.75,8.014900207519531,,0.85
1727561404.8,8.270393371582031,,0.9
1727561404.85,8.602546691894531,,0.95
1727561404.9,8.827384948730469,,1.0
1727561404.95,9.238739013671877,,1.05
1727561405.0,10.066558837890623,,1.1
1727561405.05,10.77685546875,,1.15
1727561405.1,11.23675537109375,,1.2
1727561405.15,12.00580596923828,,1.25
1727561405.2,12.55768585205078,,1.3
1727561405.25,13.5362548828125,,1.35
1727561405.3,14.277198791503906,,1.4
1727561405.35,15.327308654785156,,1.45
1727561405.4,16.024818420410156,,1.5
1727561405.45,17.19501495361328,,1.55
1727561405.5,17.94873809814453,,1.6
1727561405.55,19.11125946044922,,1.65
1727561405.6,19.90586853027344,,1.7
1727561405.65,20.93297576904297,,1.75
1727561405.7,21.50018310546875,,1.8
1727561405.75,21.919204711914062,,1.85
1727561405.8,21.911540985107425,,1.9
1727561405.85,21.93453598022461,,1.95
1727561405.9,22.00352096557617,,2.0
1727561405.95,21.93198013305664,,2.05
1727561406.0,21.75568389892578,,2.1
1727561406.05,21.37754821777344,,2.15
1727561406.1,21.28045654296875,,2.2
1727561406.15,21.59727478027344,,2.25
1727561406.2,21.81700897216797,,2.3
1727561406.25,21.771018981933597,,2.35
1727561406.3,21.525733947753903,,2.4
1727561406.35,21.1143798828125,,2.45
1727561406.4,20.792449951171875,,2.5
1727561406.45,20.054054260253903,,2.55
1727561406.5,19.57115936279297,,2.6
1727561406.55,19.05249786376953,,2.65
1727561406.6,18.756118774414062,,2.7
1727561406.65,18.257888793945312,,2.75
1727561406.7,17.826095581054688,,2.8
1727561406.75,17.228225708007812,,2.85
1727561406.8,17.036598205566406,,2.9
1727561406.85,16.78876495361328,,2.95
1727561406.9,16.42084503173828,,3.0
1727561406.95,15.68756103515625,,3.05
1727561407.0,15.125465393066406,,3.1
1727561407.05,14.088134765625,,3.15
1727561407.1,13.418724060058594,,3.2
1727561407.15,12.736534118652344,,3.25
1727561407.2,12.455490112304688,,3.3
1727561407.25,12.102897644042969,,3.35
1727561407.3,11.954704284667969,,3.4
1727561407.35,11.847396850585938,,3.45
1727561407.4,11.780967712402344,,3.5
1727561407.45,11.64299774169922,,3.55
1727561407.5,11.405380249023438,,3.6
1727561407.55,10.733413696289062,,3.65
1727561407.6,10.163650512695312,,3.7
1727561407.65,9.36138153076172,,3.75
1727561407.7,9.021568298339846,,3.8
1727561407.75,8.758399963378906,,3.85
1727561407.8,8.612770080566406,,3.9
1727561407.85,8.372596740722656,,3.95
1727561407.9,8.21929931640625,,4.0
1727561407.95,8.045555114746094,,4.05
1727561408.0,7.99700927734375,,4.1
1727561408.05,7.9280242919921875,,4.15
1727561408.1,7.846267700195312,,4.2
1727561408.15,7.749176025390625,,4.25
1727561408.2,7.685302734375,,4.3
1727561408.25,7.552444458007812,,4.35
1727561408.3,7.429801940917968,,4.4
1727561408.35,7.271392822265625,,4.45
1727561408.4,7.192184448242188,,4.5
1727561408.45,7.07976531982422,,4.55
1727561408.5,7.031219482421875,,4.6
1727561408.55,7.03888702392578,,4.65
1727561408.6,7.07976531982422,,4.7
1727561408.65,7.107872009277344,,4.75
1727561408.7,7.1104278564453125,,4.8
1727561408.75,7.107872009277344,,4.85
1727561408.8,7.095100402832031,,4.9
1727561408.85,7.07976531982422,,4.95
1727561408.9,7.087432861328125,,5.0
1727561408.95,7.1283111572265625,,5.05
1727561409.0,7.15130615234375,,5.1
1727561409.05,7.1385345458984375,,5.15
1727561409.1,7.120643615722656,,5.2
1727561409.15,7.07720947265625,,5.25
1727561409.2,7.0363311767578125,,5.3
1727561409.25,7.021003723144531,,5.35
1727561409.3,7.049110412597656,,5.4
1727561409.35,7.164085388183594,,5.45
1727561409.4,7.291831970214843,,5.5
1727561409.45,7.677635192871095,,5.55
1727561409.5,8.083885192871094,,5.6
1727561409.55,8.791618347167969,,5.65
1727561409.6,9.300064086914062,,5.7
1727561409.65,10.212196350097656,,5.75
1727561409.7,10.871383666992188,,5.8
1727561409.75,11.926605224609377,,5.85
1727561409.8,12.70587921142578,,5.9
1727561409.85,13.855628967285156,,5.95
1727561409.9,14.578689575195312,,6.0
1727561409.95,15.656898498535156,,6.05
1727561410.0,16.4796142578125,14.705881118774414,6.1
1727561410.05,17.58592987060547,,6.15
1727561410.1,18.20934295654297,,6.2
1727561410.15,19.213462829589844,,6.25
1727561410.2,19.86753845214844,,6.3
1727561410.25,20.938087463378903,,6.35
1727561410.3,21.857887268066406,,6.4
1727561410.35,23.31423568725586,,6.45
1727561410.4,24.175270080566406,,6.5
1727561410.45,25.340351104736328,,6.55
1727561410.5,25.971435546875,,6.6
1727561410.55,26.829917907714844,,6.65
1727561410.6,27.392017364501957,,6.7
1727561410.65,28.06142807006836,,6.75
1727561410.7,28.36802673339844,,6.8
1727561410.75,28.6209716796875,,6.85
1727561410.8,28.88669204711914,,6.9
1727561410.85,28.88669204711914,,6.95
1727561410.9,28.656742095947266,,7.0
1727561410.95,28.393577575683597,,7.05
1727561411.0,27.70883560180664,,7.1
1727561411.05,27.013877868652344,,7.15
1727561411.1,26.188610076904297,,7.2
1727561411.15,26.13751220703125,,7.25
1727561411.2,26.35724258422852,,7.3
1727561411.25,26.354686737060547,,7.35
1727561411.3,26.091522216796875,,7.4
1727561411.35,25.83857727050781,,7.45
1727561411.4,25.34801483154297,,7.5
1727561411.45,24.96221160888672,,7.55
1727561411.5,24.420551300048828,,7.6
1727561411.55,24.03219223022461,,7.65
1727561411.6,23.278465270996097,,7.7
1727561411.65,22.634605407714844,,7.75
1727561411.7,21.38265991210937,,7.8
1727561411.75,20.335105895996097,,7.85
1727561411.8,18.05860137939453,,7.9
1727561411.85,16.382522583007812,,7.95
1727561411.9,14.757545471191406,,8.0
1727561411.95,14.001258850097656,,8.05
1727561412.0,12.861732482910156,,8.1
1727561412.05,12.233200073242188,,8.15
1727561412.1,11.507583618164062,,8.2
1727561412.15,11.093673706054688,,8.25
1727561412.2,10.368049621582031,,8.3
1727561412.25,9.854499816894531,,8.35
1727561412.3,9.06500244140625,,8.4
1727561412.35,8.518234252929688,,8.45
1727561412.4,7.848823547363281,,8.5
1727561412.45,7.549888610839843,,8.55
1727561412.5,7.3122711181640625,,8.6
1727561412.55,7.179412841796875,,8.65
1727561412.6,6.9903411865234375,,8.7
1727561412.65,6.936683654785156,,8.75
1727561412.7,6.9162445068359375,,8.8
1727561412.75,6.9085845947265625,,8.85
1727561412.8,6.8702545166015625,,8.9
1727561412.85,6.82170867919922,,8.95
1727561412.9,6.7425079345703125,,9.0
1727561412.95,6.678634643554688,,9.05
1727561413.0,6.58154296875,,9.1
1727561413.05,6.535552978515625,,9.15
1727561413.1,6.469123840332031,,9.2
1727561413.15,6.446128845214844,,9.25
1727561413.2,6.4026947021484375,,9.3
1727561413.25,6.338813781738281,,9.35
1727561413.3,6.2877197265625,,9.4
1727561413.35,6.285163879394531,,9.45
1727561413.4,6.30304718017578,,9.5
1727561413.45,6.318374633789063,,9.55
1727561413.5,6.292823791503906,,9.6
1727561413.55,6.267280578613281,,9.65
1727561413.6,6.241729736328125,,9.7
1727561413.65,6.2263946533203125,,9.75
1727561413.7,6.251945495605469,,9.8
1727561413.75,6.366920471191406,,9.85
1727561413.8,6.642860412597656,,9.9
1727561413.85,6.80126953125,,9.95
1727561413.9,6.987785339355469,,10.0
1727561413.95,7.153861999511719,,10.05
1727561414.0,7.600990295410157,,10.1
1727561414.05,8.012344360351562,,10.15
1727561414.1,8.7149658203125,,10.2
1727561414.15,9.264289855957031,,10.25
1727561414.2,10.196868896484377,,10.3
1727561414.25,10.973587036132812,,10.35
1727561414.3,12.131004333496094,,10.4
1727561414.35,12.859176635742188,,10.45
1727561414.4,14.369178771972656,,10.5
1727561414.45,15.98394012451172,,10.55
1727561414.5,19.223678588867188,,10.6
1727561414.55,21.053062438964844,,10.65
1727561414.6,22.716365814208984,,10.7
1727561414.65,23.89166641235352,,10.75
1727561414.7,24.617286682128903,,10.8
1727561414.75,25.312244415283203,,10.85
1727561414.8,26.553977966308597,,10.9
1727561414.85,27.52231979370117,,10.95
1727561414.9,29.07831573486328,,11.0
1727561414.95,30.049217224121097,,11.05
1727561415.0,30.986900329589844,,11.1
1727561415.05,31.630760192871097,,11.15
1727561415.1,32.972137451171875,,11.2
1727561415.15,34.259857177734375,,11.25
1727561415.2,35.08512115478516,,11.3
1727561415.25,35.838844299316406,,11.35
1727561415.3,36.845516204833984,,11.4
1727561415.35,37.43316650390625,,11.45
1727561415.4,38.78987121582031,,11.5
1727561415.45,40.31520462036133,,11.55
1727561415.5,42.57638168334961,,11.6
1727561415.55,43.20235443115234,,11.65
1727561415.6,42.5687141418457,,11.7
1727561415.65,41.90185928344727,,11.75
1727561415.7,41.22478485107422,,11.8
1727561415.75,40.66779708862305,,11.85
1727561415.8,39.45417022705078,,11.9
1727561415.85,38.54714584350586,,11.95
1727561415.9,36.63600540161133,,12.0
1727561415.95,35.14644241333008,,12.05
1727561416.0,33.0027961730957,,12.1
1727561416.05,31.600101470947266,,12.15
1727561416.1,29.604644775390625,,12.2
1727561416.15,28.10997009277344,,12.25
1727561416.2,25.258590698242188,,12.3
1727561416.25,23.2120361328125,,12.35
1727561416.3,20.15370178222656,,12.4
1727561416.35,18.15313720703125,,12.45
1727561416.4,16.032485961914062,,12.5
1727561416.45,15.166343688964844,,12.55
1727561416.5,13.91950225830078,,12.6
1727561416.55,13.163223266601562,,12.65
1727561416.6,12.327735900878906,,12.7
1727561416.65,11.918937683105469,,12.75
1727561416.7,11.387496948242188,,12.8
1727561416.75,11.004249572753906,,12.85
1727561416.8,10.457473754882812,,12.9
1727561416.85,10.125328063964844,,12.95
1727561416.9,9.593887329101562,,13.0
1727561416.95,9.225967407226562,,13.05
1727561417.0,8.681755065917969,,13.1
1727561417.05,8.301055908203125,,13.15
1727561417.1,7.659751892089843,,13.2
1727561417.15,7.291831970214843,,13.25
1727561417.2,6.93157958984375,,13.3
1727561417.25,6.788497924804688,,13.35
