Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm),time
1727548799.5,25.782367706298828,,0.0
1727548799.55,28.15851593017578,,0.05
1727548799.6,30.00067138671875,,0.1
1727548799.65,33.881717681884766,,0.15
1727548799.7,37.149559020996094,,0.2
1727548799.75,42.167579650878906,,0.25
1727548799.8,45.2846794128418,,0.3
1727548799.85,48.222930908203125,,0.35
1727548799.9,53.05699157714844,,0.4
1727548799.95,56.595664978027344,,0.45
1727548800.0,61.73121643066406,,0.5
1727548800.05,64.82020568847656,,0.55
1727548800.1,68.7702407836914,,0.6
1727548800.15,71.1182861328125,,0.65
1727548800.2,74.16128540039062,,0.7
1727548800.25,75.73516845703125,,0.75
1727548800.3,76.96923828125,,0.8
1727548800.35,76.95390319824219,,0.85
1727548800.4,75.38768768310547,,0.9
1727548800.45,73.67073059082033,,0.95
1727548800.5,70.72225952148438,,1.0
1727548800.55,66.30210876464844,,1.05
1727548800.6,62.300979614257805,,1.1
1727548800.65,55.48168563842773,,1.15
1727548800.7,50.869911193847656,,1.2
1727548800.75,43.75679016113281,,1.25
1727548800.8,39.155235290527344,,1.3
1727548800.85,33.25062942504883,,1.35
1727548800.9,29.81926727294922,,1.4
1727548800.95,24.98009490966797,,1.45
1727548801.0,22.45831298828125,,1.5
1727548801.05,19.816444396972656,,1.55
1727548801.1,18.07392883300781,,1.6
1727548801.15,15.531707763671877,,1.65
1727548801.2,14.17755889892578,,1.7
1727548801.25,12.657333374023438,,1.75
1727548801.3,11.775856018066406,,1.8
1727548801.35,10.564788818359377,,1.85
1727548801.4,9.849388122558592,,1.9
1727548801.45,8.837608337402344,,1.95
1727548801.5,8.168197631835938,,2.0
1727548801.55,7.434913635253905,,2.05
1727548801.6,7.202407836914063,,2.1
1727548801.65,6.9622344970703125,,2.15
1727548801.7,6.798713684082031,,2.2
1727548801.75,6.591758728027344,,2.25
1727548801.8,6.497230529785156,,2.3
1727548801.85,6.346481323242188,,2.35
1727548801.9,6.241729736328125,,2.4
1727548801.95,6.113975524902344,,2.45
1727548802.0,6.01177978515625,,2.5
1727548802.05,5.751167297363281,,2.55
1727548802.1,5.602973937988281,,2.6
1727548802.15,5.559539794921875,,2.65
1727548802.2,5.5518798828125,,2.7
1727548802.25,5.485450744628906,,2.75
1727548802.3,5.45734405517578,,2.8
1727548802.35,5.549324035644531,,2.85
1727548802.4,5.682182312011719,,2.9
1727548802.45,5.840591430664063,,2.95
1727548802.5,5.868698120117188,,3.0
1727548802.55,5.8584747314453125,,3.05
1727548802.6,5.853370666503906,,3.1
1727548802.65,5.86358642578125,,3.15
1727548802.7,6.019439697265625,,3.2
1727548802.75,6.568763732910156,,3.25
1727548802.8,7.008224487304688,,3.3
1727548802.85,7.70318603515625,,3.35
1727548802.9,8.293388366699219,,3.4
1727548802.95,9.25151824951172,,3.45
1727548803.0,9.844276428222656,,3.5
1727548803.05,10.753860473632812,,3.55
1727548803.1,11.38494110107422,,3.6
1727548803.15,12.45037841796875,,3.65
1727548803.2,13.135116577148438,,3.7
1727548803.25,14.259315490722656,,3.75
1727548803.3,15.493385314941406,,3.8
1727548803.35,17.997283935546875,,3.85
1727548803.4,19.80877685546875,,3.9
1727548803.45,22.73169708251953,,3.95
1727548803.5,24.911109924316406,,4.0
1727548803.55,28.35269546508789,,4.05
1727548803.6,30.606204986572266,,4.1
1727548803.65,33.9966926574707,,4.15
1727548803.7,36.39583587646485,,4.2
1727548803.75,40.4915008544922,,4.25
1727548803.8,43.42208480834961,,4.3
1727548803.85,48.50397872924805,,4.35
1727548803.9,52.61241912841797,,4.4
1727548803.95,59.44448852539063,,4.45
1727548804.0,64.18912506103516,,4.5
1727548804.05,70.83467864990234,,4.55
1727548804.1,74.85624694824219,,4.6
1727548804.15,80.15787506103516,,4.65
1727548804.2,82.94793701171875,,4.7
1727548804.25,85.23465728759767,,4.75
1727548804.3,85.54637145996094,,4.8
1727548804.35,85.54381561279298,,4.85
1727548804.4,85.54637145996094,,4.9
1727548804.45,85.54381561279298,,4.95
1727548804.5,85.54381561279298,,5.0
1727548804.55,85.5489273071289,,5.05
1727548804.6,85.5489273071289,,5.1
1727548804.65,85.5489273071289,,5.15
1727548804.7,85.54637145996094,,5.2
1727548804.75,84.60357666015625,,5.25
1727548804.8,82.65410614013672,,5.3
1727548804.85,77.54411315917967,,5.35
1727548804.9,72.77392578125,,5.4
1727548804.95,63.89274597167969,,5.45
1727548805.0,57.62022018432618,,5.5
1727548805.05,48.83102035522461,,5.55
1727548805.1,43.358211517333984,,5.6
1727548805.15,36.375396728515625,,5.65
1727548805.2,32.72174453735352,,5.7
1727548805.25,28.166179656982425,,5.75
1727548805.3,25.626510620117188,,5.8
1727548805.35,22.315231323242188,,5.85
1727548805.4,20.169029235839844,,5.9
1727548805.45,16.97528076171875,,5.95
1727548805.5,15.030929565429688,,6.0
1727548805.55,12.644554138183594,,6.05
1727548805.6,11.517799377441406,,6.1
1727548805.65,10.411483764648438,,6.15
1727548805.7,9.795730590820312,,6.2
1727548805.75,8.947471618652344,,6.25
1727548805.8,8.584663391113281,,6.3
1727548805.85,8.211631774902344,,6.35
1727548805.9,7.974014282226563,,6.4
1727548805.95,7.636756896972656,,6.45
1727548806.0,7.434913635253905,,6.5
1727548806.05,7.051658630371094,,6.55
1727548806.1,6.773170471191406,,6.6
1727548806.15,6.6326446533203125,,6.65
1727548806.2,6.663299560546875,,6.7
1727548806.25,6.6224212646484375,,6.75
1727548806.3,6.576431274414063,,6.8
1727548806.35,6.568763732910156,,6.85
1727548806.4,6.532997131347656,,6.9
1727548806.45,6.420578002929688,,6.95
1727548806.5,6.34392547607422,,7.0
1727548806.55,6.2826080322265625,,7.05
1727548806.6,6.19318389892578,,7.1
1727548806.65,5.878913879394531,,7.15
1727548806.7,5.723060607910156,,7.2
1727548806.75,5.687294006347656,,7.25
1727548806.8,5.6745147705078125,,7.3
