Unnamed: 0,Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm),time
9361,1713575330.05,6.515113830566406,,0.0
9362,1713575330.1,6.369476318359375,,0.0499999523162841
9363,1713575330.15,6.2545013427734375,,0.1000001430511474
9364,1713575330.2,6.106315612792969,,0.1500000953674316
9365,1713575330.25,5.9964447021484375,,0.2000000476837158
9366,1713575330.3,5.891693115234375,,0.25
9367,1713575330.35,5.927459716796875,,0.2999999523162842
9368,1713575330.4,6.223838806152344,,0.3500001430511474
9369,1713575330.45,6.504890441894531,,0.4000000953674316
9370,1713575330.5,7.069549560546875,,0.4500000476837158
9371,1713575330.55,7.51922607421875,,0.5
9372,1713575330.6,7.956130981445312,,0.5499999523162842
9373,1713575330.65,7.974014282226563,,0.6000001430511475
9374,1713575330.7,7.659751892089843,,0.6500000953674316
9375,1713575330.75,7.521781921386719,,0.7000000476837158
9376,1713575330.8,7.498786926269531,,0.75
9377,1713575330.85,7.414474487304688,,0.7999999523162842
9378,1713575330.9,7.253509521484375,,0.8500001430511475
9379,1713575330.95,7.20751953125,,0.9000000953674316
9380,1713575331.0,7.1921844482421875,,0.9500000476837158
9381,1713575331.05,7.04144287109375,,1.0
9382,1713575331.1,6.7706146240234375,,1.0499999523162842
9383,1713575331.15,6.7246246337890625,,1.1000001430511477
9384,1713575331.2,6.6786346435546875,,1.1500000953674316
9385,1713575331.25,6.612205505371094,,1.2000000476837158
9386,1713575331.3,6.515113830566406,,1.25
9387,1713575331.35,6.520225524902344,,1.2999999523162842
9388,1713575331.4,6.5304412841796875,,1.3500001430511477
9389,1713575331.45,6.479339599609375,,1.4000000953674316
9390,1713575331.5,6.405250549316406,,1.4500000476837158
9391,1713575331.55,6.387359619140625,,1.5
9392,1713575331.6,6.366920471191406,,1.5499999523162842
9393,1713575331.65,6.280052185058594,,1.6000001430511477
9394,1713575331.7,6.19318389892578,,1.6500000953674316
9395,1713575331.75,6.223838806152344,,1.7000000476837158
9396,1713575331.8,6.267280578613281,,1.75
9397,1713575331.85,6.297935485839844,,1.7999999523162842
9398,1713575331.9,6.30560302734375,,1.8500001430511477
9399,1713575331.95,6.2263946533203125,,1.9000000953674316
9400,1713575332.0,6.1625213623046875,29.23538398742676,1.950000047683716
9401,1713575332.05,6.331153869628906,,2.0
9402,1713575332.1,6.8983612060546875,,2.049999952316284
9403,1713575332.15,7.40936279296875,,2.1000001430511475
9404,1713575332.2,8.170753479003906,,2.1500000953674316
9405,1713575332.25,8.370040893554688,,2.200000047683716
9406,1713575332.3,7.971458435058594,,2.25
9407,1713575332.35,7.5601043701171875,,2.299999952316284
9408,1713575332.4,7.18962860107422,,2.3500001430511475
9409,1713575332.45,7.0542144775390625,,2.4000000953674316
9410,1713575332.5,6.959678649902344,,2.450000047683716
9411,1713575332.55,6.946907043457031,,2.5
9412,1713575332.6,6.849815368652344,,2.549999952316284
9413,1713575332.65,6.663299560546875,,2.6000001430511475
9414,1713575332.7,6.351593017578125,,2.6500000953674316
9415,1713575332.75,6.2877197265625,,2.700000047683716
9416,1713575332.8,6.2877197265625,,2.75
9417,1713575332.85,6.205955505371094,,2.799999952316284
9418,1713575332.9,6.019439697265625,,2.8500001430511475
9419,1713575332.95,5.927459716796875,,2.9000000953674316
9420,1713575333.0,5.894248962402344,,2.950000047683716
9421,1713575333.05,5.901908874511719,,3.0
9422,1713575333.1,5.891693115234375,,3.049999952316284
9423,1713575333.15,5.889137268066406,,3.1000001430511475
9424,1713575333.2,5.876365661621094,,3.1500000953674316
9425,1713575333.25,5.8584747314453125,,3.200000047683716
9426,1713575333.3,5.853370666503906,,3.25
9427,1713575333.35,5.8814697265625,,3.299999952316284
9428,1713575333.4,5.807380676269531,,3.3500001430511475
9429,1713575333.45,5.694953918457031,,3.4000000953674316
9430,1713575333.5,5.707733154296875,,3.450000047683716
9431,1713575333.55,5.820152282714844,,3.5
9432,1713575333.6,5.9504547119140625,,3.549999952316284
9433,1713575333.65,5.963233947753906,,3.6000001430511475
9434,1713575333.7,5.97344970703125,,3.650000095367432
9435,1713575333.75,5.9504547119140625,,3.700000047683716
9436,1713575333.8,5.940238952636719,,3.75
9437,1713575333.85,5.958122253417969,,3.799999952316284
9438,1713575333.9,5.86358642578125,,3.850000143051147
9439,1713575333.95,5.705177307128906,,3.900000095367432
9440,1713575334.0,5.442008972167969,,3.950000047683716
9441,1713575334.05,5.4036865234375,,4.0
9442,1713575334.1,5.45989990234375,,4.049999952316284
9443,1713575334.15,5.477783203125,,4.1000001430511475
9444,1713575334.2,5.516105651855469,,4.150000095367432
9445,1713575334.25,5.556983947753906,,4.200000047683716
9446,1713575334.3,5.7128448486328125,,4.25
9447,1713575334.35,5.8048248291015625,,4.299999952316284
9448,1713575334.4,5.8124847412109375,,4.3500001430511475
9449,1713575334.45,5.797157287597656,,4.400000095367432
9450,1713575334.5,5.8227081298828125,,4.450000047683716
9451,1713575334.55,5.809928894042969,,4.5
9452,1713575334.6,5.738395690917969,,4.549999952316284
9453,1713575334.65,5.7307281494140625,,4.6000001430511475
9454,1713575334.7,5.707733154296875,,4.650000095367432
9455,1713575334.75,5.6745147705078125,,4.700000047683716
9456,1713575334.8,5.625968933105469,,4.75
9457,1713575334.85,5.577430725097656,,4.799999952316284
9458,1713575334.9,5.431793212890625,,4.8500001430511475
9459,1713575334.95,5.357696533203125,,4.900000095367432
9460,1713575335.0,5.32958984375,,4.950000047683716
9461,1713575335.05,5.3347015380859375,,5.0
9462,1713575335.1,5.32958984375,,5.049999952316284
