Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm),Data Set 2:Time(s),Data Set 2:Force(N),Data Set 2:Respiration Rate(bpm),time
1727926397.4,11.321067810058594,,,,,0.0
1727926397.45,11.413047790527344,,,,,0.05
1727926397.5,11.52802276611328,,,,,0.1
1727926397.55,11.538238525390623,,,,,0.15
1727926397.6,11.318511962890623,,,,,0.2
1727926397.65,10.743637084960938,,,,,0.25
1727926397.7,10.329727172851562,,,,,0.3
1727926397.75,9.770179748535156,,,,,0.35
1727926397.8,9.4508056640625,,,,,0.4
1727926397.85,9.169754028320312,,,,,0.45
1727926397.9,9.059890747070312,,,,,0.5
1727926397.95,8.91680908203125,,,,,0.55
1727926398.0,8.909149169921875,,,,,0.6
1727926398.05,9.07011413574219,,,,,0.65
1727926398.1,9.28472900390625,,,,,0.7
1727926398.15,9.79828643798828,,,,,0.75
1727926398.2,10.283737182617188,,,,,0.8
1727926398.25,11.19586944580078,,,,,0.85
1727926398.3,11.832069396972656,,,,,0.9
1727926398.35,12.695655822753906,,,,,0.95
1727926398.4,13.26031494140625,,,,,1.0
1727926398.45,14.39984130859375,,,,,1.05
1727926398.5,15.455055236816406,,,,,1.1
1727926398.55,17.115806579589844,,,,,1.15
1727926398.6,18.109703063964844,,,,,1.2
1727926398.65,19.48429107666016,,,,,1.25
1727926398.7,20.26612091064453,,,,,1.3
1727926398.75,21.26768493652344,,,,,1.35
1727926398.8,21.896209716796875,,,,,1.4
1727926398.85,22.86455535888672,,,,,1.45
1727926398.9,23.58506774902344,,,,,1.5
1727926398.95,24.566184997558597,,,,,1.55
1727926399.0,25.05674743652344,,,,,1.6
1727926399.05,26.068527221679688,,,,,1.65
1727926399.1,26.97299575805664,,,,,1.7
1727926399.15,28.002662658691406,,,,,1.75
1727926399.2,28.46256256103516,,,,,1.8
1727926399.25,29.0962028503418,,,,,1.85
1727926399.3,29.515220642089844,,,,,1.9
1727926399.35,29.91635513305664,,,,,1.95
1727926399.4,29.56887435913086,,,,,2.0
1727926399.45,28.043540954589844,,,,,2.05
1727926399.5,26.98065948486328,,,,,2.1
1727926399.55,25.59585189819336,,,,,2.15
1727926399.6,24.66327667236328,,,,,2.2
1727926399.65,23.12005615234375,,,,,2.25
1727926399.7,21.939647674560547,,,,,2.3
