Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm),Data Set 2:Time(s),Data Set 2:Force(N),Data Set 2:Respiration Rate(bpm),time
1727926423.85,10.31695556640625,,,,,0.0
1727926423.9,10.787071228027344,,,,,0.05
1727926423.95,11.525466918945312,,,,,0.1
1727926424.0,12.067123413085938,,,,,0.15
1727926424.05,12.869400024414062,,,,,0.2
1727926424.1,13.33184814453125,,,,,0.25
1727926424.15,13.916946411132812,,,,,0.3
1727926424.2,14.341079711914062,,,,,0.35
1727926424.25,15.1177978515625,,,,,0.4
1727926424.3,15.639015197753906,,,,,0.45
1727926424.35,16.50005340576172,,,,,0.5
1727926424.4,17.189903259277344,,,,,0.55
1727926424.45,18.17357635498047,,,,,0.6
1727926424.5,18.59515380859375,,,,,0.65
1727926424.55,18.950294494628903,,,,,0.7
1727926424.6,18.988624572753903,,,,,0.75
1727926424.65,18.406082153320312,,,,,0.8
1727926424.7,17.642135620117188,,,,,0.85
1727926424.75,16.747886657714844,,,,,0.9
1727926424.8,16.658462524414062,,,,,0.95
1727926424.85,16.926734924316406,,,,,1.0
1727926424.9,17.062149047851562,,,,,1.05
1727926424.95,17.077484130859375,,,,,1.1
1727926425.0,17.003387451171875,,,,,1.15
1727926425.05,16.837310791015625,,,,,1.2
1727926425.1,16.85009002685547,,,,,1.25
1727926425.15,16.875633239746094,,,,,1.3
1727926425.2,16.66101837158203,,,,,1.35
1727926425.25,16.395294189453125,,,,,1.4
1727926425.3,16.436180114746094,,,,,1.45
1727926425.35,16.300758361816406,,,,,1.5
1727926425.4,15.927734375,,,,,1.55
1727926425.45,15.43206024169922,,,,,1.6
1727926425.5,15.253211975097656,,,,,1.65
1727926425.55,15.053924560546877,,,,,1.7
1727926425.6,14.857185363769531,,,,,1.75
1727926425.65,14.369178771972656,,,,,1.8
1727926425.7,14.037033081054688,,,,,1.85
1727926425.75,13.674224853515623,,,,,1.9
1727926425.8,13.451934814453123,,,,,1.95
1727926425.85,13.11467742919922,,,,,2.0
1727926425.9,12.879615783691406,,,,,2.05
1727926425.95,12.613899230957031,,,,,2.1
1727926426.0,12.626670837402344,,,,,2.15
1727926426.05,12.583236694335938,,,,,2.2
1727926426.1,12.368614196777344,,,,,2.25
1727926426.15,11.987922668457031,,,,,2.3
1727926426.2,11.78607940673828,,,,,2.35
1727926426.25,11.38238525390625,,,,,2.4
1727926426.3,11.01702117919922,,,,,2.45
1727926426.35,10.552009582519531,,,,,2.5
1727926426.4,10.365493774414062,,,,,2.55
1727926426.45,10.17131805419922,,,,,2.6
1727926426.5,9.98224639892578,,,,,2.65
1727926426.55,9.759963989257812,,,,,2.7
1727926426.6,9.885154724121092,,,,,2.75
1727926426.65,10.654212951660156,,,,,2.8
1727926426.7,11.436042785644531,,,,,2.85
1727926426.75,12.56024169921875,,,,,2.9
1727926426.8,13.124893188476562,,,,,2.95
1727926426.85,13.88628387451172,,,,,3.0
1727926426.9,14.320632934570312,,,,,3.05
1727926426.95,14.425392150878906,,,,,3.1
1727926427.0,14.14434051513672,,,,,3.15
1727926427.05,13.66655731201172,,,,,3.2
1727926427.1,13.487709045410156,,,,,3.25
1727926427.15,13.336959838867188,,,,,3.3
1727926427.2,13.22454071044922,,,,,3.35
1727926427.25,13.101898193359377,,,,,3.4
1727926427.3,13.155555725097656,,,,,3.45
1727926427.35,13.273086547851562,,,,,3.5
1727926427.4,13.196434020996094,,,,,3.55
1727926427.45,13.03546905517578,,,,,3.6
1727926427.5,13.045692443847656,,,,,3.65
1727926427.55,13.101898193359377,,,,,3.7
1727926427.6,12.96648406982422,,,,,3.75
1727926427.65,12.608787536621094,,,,,3.8
1727926427.7,12.429939270019531,,,,,3.85
1727926427.75,12.19487762451172,,,,,3.9
1727926427.8,11.93170928955078,,,,,3.95
1727926427.85,11.515243530273438,,,,,4.0
1727926427.9,11.489700317382812,,,,,4.05
1727926427.95,11.6966552734375,,,,,4.1
1727926428.0,11.722198486328123,,,,,4.15
1727926428.05,11.584228515625,,,,,4.2
1727926428.1,11.479476928710938,,,,,4.25
1727926428.15,11.42071533203125,,,,,4.3
1727926428.2,11.425819396972656,,,,,4.35
1727926428.25,11.331283569335938,,,,,4.4
1727926428.3,11.262298583984377,,,,,4.45
1727926428.35,11.254638671875,,,,,4.5
1727926428.4,11.254638671875,,,,,4.55
1727926428.45,11.185653686523438,,,,,4.6
1727926428.5,11.147323608398438,,,,,4.65
1727926428.55,11.1064453125,,,,,4.7
1727926428.6,11.027244567871094,,,,,4.75
1727926428.65,10.82794952392578,,,,,4.8
1727926428.7,10.656768798828123,,,,,4.85
1727926428.75,10.559677124023438,,,,,4.9
1727926428.8,10.715530395507812,,,,,4.95
1727926428.85,11.134552001953123,,,,,5.0
1727926428.9,11.300628662109377,,,,,5.05
1727926428.95,11.451370239257812,,,,,5.1
1727926429.0,11.497360229492188,,,,,5.15
1727926429.05,11.252082824707031,,,,,5.2
1727926429.1,11.01702117919922,,,,,5.25
1727926429.15,10.64910125732422,,,,,5.3
1727926429.2,10.472808837890623,,,,,5.35
1727926429.25,10.526458740234377,,,,,5.4
1727926429.3,10.725753784179688,,,,,5.45
1727926429.35,10.958259582519531,,,,,5.5
1727926429.4,11.01702117919922,,,,,5.55
1727926429.45,11.147323608398438,,,,,5.6
1727926429.5,11.188209533691406,,,,,5.65
1727926429.55,11.004249572753906,,,,,5.7
1727926429.6,10.815177917480469,,,,,5.75
1727926429.65,10.692535400390623,,,,,5.8
1727926429.7,10.666984558105469,,,,,5.85
1727926429.75,10.46514129638672,,,,,5.9
1727926429.8,10.332283020019531,,,,,5.95
1727926429.85,10.227523803710938,,,,,6.0
1727926429.9,10.230079650878906,,,,,6.05
1727926429.95,10.585227966308594,,,,,6.1
1727926430.0,11.029800415039062,12.486992835998535,,,,6.15
1727926430.05,11.71453857421875,,,,,6.2
1727926430.1,12.128448486328123,,,,,6.25
1727926430.15,12.920494079589844,,,,,6.3
1727926430.2,13.618011474609377,,,,,6.35
1727926430.25,14.576133728027344,,,,,6.4
1727926430.3,14.98749542236328,,,,,6.45
1727926430.35,15.718223571777344,,,,,6.5
1727926430.4,16.448951721191406,,,,,6.55
1727926430.45,17.537384033203125,,,,,6.6
1727926430.5,17.97173309326172,,,,,6.65
1727926430.55,17.501609802246094,,,,,6.7
1727926430.6,16.53326416015625,,,,,6.75
1727926430.65,15.265983581542969,,,,,6.8
1727926430.7,14.852073669433594,,,,,6.85
1727926430.75,14.67578125,,,,,6.9
1727926430.8,14.558250427246094,,,,,6.95
1727926430.85,13.835189819335938,,,,,7.0
1727926430.9,13.193878173828123,,,,,7.05
1727926430.95,12.70587921142578,,,,,7.1
1727926431.0,12.759529113769531,,,,,7.15
1727926431.05,13.078903198242188,,,,,7.2
1727926431.1,13.336959838867188,,,,,7.25
1727926431.15,13.635894775390623,,,,,7.3
1727926431.2,13.69976806640625,,,,,7.35
1727926431.25,13.69976806640625,,,,,7.4
1727926431.3,13.633338928222656,,,,,7.45
1727926431.35,13.436607360839844,,,,,7.5
1727926431.4,13.267974853515623,,,,,7.55
1727926431.45,13.068687438964844,,,,,7.6
1727926431.5,13.007369995117188,,,,,7.65
1727926431.55,12.810630798339844,,,,,7.7
1727926431.6,12.629226684570312,,,,,7.75
1727926431.65,12.532135009765623,,,,,7.8
1727926431.7,12.626670837402344,,,,,7.85
1727926431.75,12.823410034179688,,,,,7.9
1727926431.8,12.961380004882812,,,,,7.95
1727926431.85,13.18877410888672,,,,,8.0
1727926431.9,13.232208251953123,,,,,8.05
1727926431.95,13.045692443847656,,,,,8.1
1727926432.0,12.81574249267578,,,,,8.15
1727926432.05,12.4324951171875,,,,,8.2
1727926432.1,12.29962921142578,,,,,8.25
1727926432.15,12.478485107421877,,,,,8.3
1727926432.2,12.764640808105469,,,,,8.35
1727926432.25,13.09423828125,,,,,8.4
1727926432.3,13.14788818359375,,,,,8.45
1727926432.35,13.196434020996094,,,,,8.5
1727926432.4,13.244979858398438,,,,,8.55
1727926432.45,13.198989868164062,,,,,8.6
1727926432.5,13.096794128417969,,,,,8.65
1727926432.55,12.89239501953125,,,,,8.7
1727926432.6,12.700767517089844,,,,,8.75
1727926432.65,12.429939270019531,,,,,8.8
1727926432.7,12.348175048828123,,,,,8.85
1727926432.75,12.29962921142578,,,,,8.9
1727926432.8,12.199989318847656,,,,,8.95
1727926432.85,11.82695770263672,,,,,9.0
1727926432.9,11.45392608642578,,,,,9.05
1727926432.95,10.88671875,,,,,9.1
1727926433.0,10.590339660644531,,,,,9.15
1727926433.05,10.20708465576172,,,,,9.2
1727926433.1,10.02312469482422,,,,,9.25
1727926433.15,9.897933959960936,,,,,9.3
1727926433.2,9.897933959960936,,,,,9.35
1727926433.25,9.951583862304688,,,,,9.4
1727926433.3,9.979690551757812,,,,,9.45
1727926433.35,10.09466552734375,,,,,9.5
1727926433.4,10.178985595703123,,,,,9.55
1727926433.45,10.178985595703123,,,,,9.6
1727926433.5,10.09210968017578,,,,,9.65
1727926433.55,10.053787231445312,,,,,9.7
1727926433.6,10.24285888671875,,,,,9.75
1727926433.65,10.925041198730469,,,,,9.8
1727926433.7,11.543350219726562,,,,,9.85
1727926433.75,12.404388427734377,,,,,9.9
1727926433.8,12.846405029296877,,,,,9.95
1727926433.85,13.273086547851562,,,,,10.0
1727926433.9,13.418724060058594,,,,,10.05
1727926433.95,13.51580810546875,,,,,10.1
1727926434.0,13.635894775390623,,,,,10.15
1727926434.05,14.006370544433594,,,,,10.2
1727926434.1,14.167335510253906,,,,,10.25
1727926434.15,13.988487243652344,,,,,10.3
1727926434.2,13.630783081054688,,,,,10.35
1727926434.25,13.145339965820312,,,,,10.4
1727926434.3,12.938385009765623,,,,,10.45
1727926434.35,12.690544128417969,,,,,10.5
1727926434.4,12.739089965820312,,,,,10.55
1727926434.45,13.158111572265623,,,,,10.6
1727926434.5,13.439163208007812,,,,,10.65
1727926434.55,13.656333923339844,,,,,10.7
1727926434.6,13.725318908691406,,,,,10.75
1727926434.65,13.837738037109377,,,,,10.8
1727926434.7,13.817298889160156,,,,,10.85
1727926434.75,13.382949829101562,,,,,10.9
1727926434.8,12.859176635742188,,,,,10.95
1727926434.85,12.056907653808594,,,,,11.0
1727926434.9,11.691543579101562,,,,,11.05
1727926434.95,11.277633666992188,,,,,11.1
1727926435.0,10.97614288330078,,,,,11.15
1727926435.05,10.57244873046875,,,,,11.2
1727926435.1,10.360389709472656,,,,,11.25
1727926435.15,10.270965576171877,,,,,11.3
1727926435.2,10.544349670410156,,,,,11.35
1727926435.25,11.292961120605469,,,,,11.4
1727926435.3,11.852508544921877,,,,,11.45
1727926435.35,12.756973266601562,,,,,11.5
1727926435.4,13.321632385253906,,,,,11.55
1727926435.45,13.983375549316406,,,,,11.6
1727926435.5,14.241432189941406,,,,,11.65
1727926435.55,14.481605529785156,,,,,11.7
1727926435.6,14.80608367919922,,,,,11.75
1727926435.65,15.5955810546875,,,,,11.8
1727926435.7,16.137245178222656,,,,,11.85
1727926435.75,16.839866638183594,,,,,11.9
1727926435.8,17.205230712890625,,,,,11.95
1727926435.85,17.447959899902344,,,,,12.0
1727926435.9,17.320205688476562,,,,,12.05
1727926435.95,16.99060821533203,,,,,12.1
1727926436.0,16.837310791015625,,,,,12.15
1727926436.05,16.51282501220703,,,,,12.2
1727926436.1,16.229225158691406,,,,,12.25
1727926436.15,15.894515991210938,,,,,12.3
1727926436.2,15.72333526611328,,,,,12.35
1727926436.25,15.564918518066406,,,,,12.4
1727926436.3,15.623687744140623,,,,,12.45
1727926436.35,15.828086853027344,,,,,12.5
1727926436.4,16.009490966796875,,,,,12.55
1727926436.45,16.229225158691406,,,,,12.6
1727926436.5,16.01715850830078,,,,,12.65
1727926436.55,15.148460388183594,,,,,12.7
1727926436.6,14.563362121582031,,,,,12.75
1727926436.65,14.072799682617188,,,,,12.8
1727926436.7,14.052360534667969,,,,,12.85
1727926436.75,14.47649383544922,,,,,12.9
1727926436.8,14.94916534423828,,,,,12.95
1727926436.85,15.710556030273438,,,,,13.0
1727926436.9,16.1474609375,,,,,13.05
1727926436.95,16.469390869140625,,,,,13.1
1727926437.0,16.451507568359375,,,,,13.15
1727926437.05,16.264991760253906,,,,,13.2
1727926437.1,16.139793395996094,,,,,13.25
1727926437.15,16.13213348388672,,,,,13.3
1727926437.2,16.267547607421875,,,,,13.35
1727926437.25,16.48217010498047,,,,,13.4
1727926437.3,16.53070831298828,,,,,13.45
1727926437.35,16.418289184570312,,,,,13.5
1727926437.4,16.20367431640625,,,,,13.55
1727926437.45,15.881744384765623,,,,,13.6
1727926437.5,15.856193542480469,,,,,13.65
1727926437.55,15.718223571777344,,,,,13.7
1727926437.6,15.42950439453125,,,,,13.75
1727926437.65,15.094802856445312,,,,,13.8
1727926437.7,14.972160339355469,,,,,13.85
1727926437.75,14.72943878173828,,,,,13.9
1727926437.8,14.494377136230469,,,,,13.95
1727926437.85,14.037033081054688,,,,,14.0
1727926437.9,13.643562316894531,,,,,14.05
1727926437.95,12.958824157714844,,,,,14.1
1727926438.0,12.437599182128906,,,,,14.15
1727926438.05,11.704315185546877,,,,,14.2
1727926438.1,11.367057800292969,,,,,14.25
1727926438.15,11.114112854003906,,,,,14.3
1727926438.2,11.065567016601562,,,,,14.35
1727926438.25,11.0706787109375,,,,,14.4
1727926438.3,11.096229553222656,,,,,14.45
1727926438.35,11.0706787109375,,,,,14.5
1727926438.4,10.932708740234377,,,,,14.55
1727926438.45,10.577560424804688,,,,,14.6
1727926438.5,10.299064636230469,,,,,14.65
1727926438.55,9.933700561523438,,,,,14.7
1727926438.6,9.8570556640625,,,,,14.75
1727926438.65,10.35016632080078,,,,,14.8
1727926438.7,11.08856201171875,,,,,14.85
1727926438.75,12.419715881347656,,,,,14.9
1727926438.8,13.36762237548828,,,,,14.95
1727926438.85,14.826530456542969,,,,,15.0
1727926438.9,15.674789428710938,,,,,15.05
1727926438.95,16.540931701660156,,,,,15.1
1727926439.0,16.85009002685547,,,,,15.15
1727926439.05,17.06981658935547,,,,,15.2
1727926439.1,17.080039978027344,,,,,15.25
1727926439.15,16.95995330810547,,,,,15.3
1727926439.2,16.816871643066406,,,,,15.35
1727926439.25,16.563926696777344,,,,,15.4
1727926439.3,16.49749755859375,,,,,15.45
1727926439.35,16.428512573242188,,,,,15.5
1727926439.4,16.29309844970703,,,,,15.55
1727926439.45,15.87152099609375,,,,,15.6
1727926439.5,15.529151916503906,,,,,15.65
1727926439.55,15.087135314941406,,,,,15.7
1727926439.6,14.829078674316406,,,,,15.75
1727926439.65,14.69622039794922,,,,,15.8
1727926439.7,14.78564453125,,,,,15.85
1727926439.75,14.926170349121094,,,,,15.9
1727926439.8,14.91595458984375,,,,,15.95
1727926439.85,14.793312072753906,,,,,16.0
1727926439.9,14.703887939453123,,,,,16.05
1727926439.95,14.65789794921875,,,,,16.1
1727926440.0,14.698776245117188,17.492712020874023,,,,16.15
