Unnamed: 0,Data Set 1:Time(s),Data Set 1:Force(N),Data Set 1:Respiration Rate(bpm),Unnamed: 3,Unnamed: 4,Unnamed: 5,time
9729,1709759206.45,7.460464477539059,,,,,18.5
9730,1709759206.5,6.97245788574219,,,,,18.549999952316284
9731,1709759206.55,6.6556396484375,,,,,18.59999990463257
9732,1709759206.6,6.38991546630859,,,,,18.649999856948853
9733,1709759206.65,6.35926055908203,,,,,18.700000047683716
9734,1709759206.7,6.5100021362304705,,,,,18.75
9735,1709759206.75,6.62497711181641,,,,,18.799999952316284
9736,1709759206.8,6.7297286987304705,,,,,18.84999990463257
9737,1709759206.85,6.7680587768554705,,,,,18.899999856948853
9738,1709759206.9,6.68629455566406,,,,,18.950000047683716
9739,1709759206.95,6.55599212646484,,,,,19.0
9740,1709759207.0,6.38225555419922,,,,,19.049999952316284
9741,1709759207.05,6.34136962890625,,,,,19.09999990463257
9742,1709759207.1,6.40269470214844,,,,,19.149999856948853
9743,1709759207.15,6.47423553466797,,,,,19.200000047683716
9744,1709759207.2,6.49211883544922,,,,,19.25
9745,1709759207.25,6.420578002929689,,,,,19.299999952316284
9746,1709759207.3,6.354148864746089,,,,,19.34999990463257
9747,1709759207.35,6.40525054931641,,,,,19.399999856948853
9748,1709759207.4,6.42568969726563,,,,,19.450000047683716
9749,1709759207.45,6.23406219482422,,,,,19.5
9750,1709759207.5,5.99644470214844,,,,,19.549999952316284
9751,1709759207.55,6.420578002929689,,,,,19.59999990463257
9752,1709759207.6,8.00212097167969,,,,,19.649999856948853
9753,1709759207.65,9.22596740722656,,,,,19.700000047683716
9754,1709759207.7,10.7334136962891,,,,,19.75
9755,1709759207.75,11.3287353515625,,,,,19.799999952316284
9756,1709759207.8,11.7426452636719,,,,,19.84999990463257
9757,1709759207.85,12.0236892700195,,,,,19.899999856948853
9758,1709759207.9,12.5832366943359,,,,,19.950000047683716
9759,1709759207.95,12.7748641967773,,,,,20.0
9760,1709759208.0,12.2255401611328,,,,,20.049999952316284
9761,1709759208.05,11.3082885742188,,,,,20.09999990463257
9762,1709759208.1,10.1559906005859,,,,,20.149999856948853
9763,1709759208.15,9.9669189453125,,,,,20.200000047683716
9764,1709759208.2,10.2658538818359,,,,,20.25
9765,1709759208.25,10.4574737548828,,,,,20.299999952316284
9766,1709759208.3,10.1457672119141,,,,,20.34999990463257
9767,1709759208.35,9.785514831542969,,,,,20.399999856948853
9768,1709759208.4,9.59644317626953,,,,,20.450000047683716
9769,1709759208.45,9.5989990234375,,,,,20.5
9770,1709759208.5,9.54022979736328,,,,,20.549999952316284
9771,1709759208.55,9.49168395996094,,,,,20.59999990463257
9772,1709759208.6,9.21318817138672,,,,,20.649999856948853
9773,1709759208.65,8.9730224609375,,,,,20.700000047683716
9774,1709759208.7,8.90403747558594,,,,,20.75
9775,1709759208.75,8.99601745605469,,,,,20.799999952316284
9776,1709759208.8,9.14931488037109,,,,,20.84999990463257
9777,1709759208.85,9.14165496826172,,,,,20.899999856948853
9778,1709759208.9,8.92703247070313,,,,,20.950000047683716
9779,1709759208.95,8.65109252929688,,,,,21.0
9780,1709759209.0,8.306167602539059,,,,,21.049999952316284
9781,1709759209.05,8.183525085449219,,,,,21.09999990463257
9782,1709759209.1,8.08132934570313,,,,,21.149999856948853
9783,1709759209.15,8.03789520263672,,,,,21.200000047683716
9784,1709759209.2,8.06599426269531,,,,,21.25
9785,1709759209.25,7.92036437988281,,,,,21.299999952316284
9786,1709759209.3,7.460464477539059,,,,,21.34999990463257
9787,1709759209.35,7.38381195068359,,,,,21.399999856948853
9788,1709759209.4,7.56266021728516,,,,,21.450000047683716
9789,1709759209.45,7.73129272460938,,,,,21.5
9790,1709759209.5,7.77983856201172,,,,,21.549999952316284
9791,1709759209.55,7.690414428710941,,,,,21.59999990463257
9792,1709759209.6,7.58309936523438,,,,,21.649999856948853
9793,1709759209.65,7.4655685424804705,,,,,21.700000047683716
9794,1709759209.7,7.30205535888672,,,,,21.75
9795,1709759209.75,7.327598571777341,,,,,21.799999952316284
9796,1709759209.8,7.5038986206054705,,,,,21.84999990463257
9797,1709759209.85,7.567771911621089,,,,,21.899999856948853
9798,1709759209.9,7.52178192138672,,,,,21.950000047683716
9799,1709759209.95,7.42469024658203,,,,,22.0
9800,1709759210.0,7.26116943359375,21.4899711608887,,,,22.049999952316284
9801,1709759210.05,7.19474029541016,,,,,22.09999990463257
9802,1709759210.1,7.13853454589844,,,,,22.149999856948853
9803,1709759210.15,7.12319946289063,,,,,22.200000047683716
9804,1709759210.2,7.12575531005859,,,,,22.25
9805,1709759210.25,7.05421447753906,,,,,22.299999952316284
9806,1709759210.3,6.86769866943359,,,,,22.34999990463257
9807,1709759210.35,6.84725952148438,,,,,22.399999856948853
9808,1709759210.4,6.94435119628906,,,,,22.450000047683716
9809,1709759210.45,6.9826736450195295,,,,,22.5
9810,1709759210.5,6.89069366455078,,,,,22.549999952316284
9811,1709759210.55,6.7297286987304705,,,,,22.59999990463257
9812,1709759210.6,6.63520050048828,,,,,22.649999856948853
9813,1709759210.65,6.67096710205078,,,,,22.700000047683716
9814,1709759210.7,6.73484039306641,,,,,22.75
9815,1709759210.75,6.839599609375,,,,,22.799999952316284
9816,1709759210.8,6.93157958984375,,,,,22.84999990463257
9817,1709759210.85,6.8779220581054705,,,,,22.899999856948853
9818,1709759210.9,6.84215545654297,,,,,22.950000047683716
9819,1709759210.95,6.9111404418945295,,,,,23.0
9820,1709759211.0,6.94435119628906,,,,,23.049999952316284
9821,1709759211.05,6.84470367431641,,,,,23.09999990463257
9822,1709759211.1,6.612205505371089,,,,,23.149999856948853
9823,1709759211.15,6.45634460449219,,,,,23.200000047683716
